file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
thirdparty/icu4c/common/emojiprops.c,thirdparty/icu4c/common/emojiprops.c,godot,thirdparty/icu4c/common/emojiprops.c,3,2,0,5,thirdparty/icu4c/common/emojiprops.c,thirdparty/icu4c/common/emojiprops.c,0,2,3,5,4418,thirdparty/icu4c/common/emojiprops.c,1,2,3,6,4337
thirdparty/icu4c/common/bmpset.c,thirdparty/icu4c/common/bmpset.c,godot,thirdparty/icu4c/common/bmpset.c,11,4,12,15,thirdparty/icu4c/common/bmpset.c,thirdparty/icu4c/common/bmpset.c,4,7,22,33,14482,thirdparty/icu4c/common/bmpset.c,5,7,22,34,14412
thirdparty/icu4c/common/ucharstriebuilder.c,thirdparty/icu4c/common/ucharstriebuilder.c,godot,thirdparty/icu4c/common/ucharstriebuilder.c,1,4,3,5,thirdparty/icu4c/common/ucharstriebuilder.c,thirdparty/icu4c/common/ucharstriebuilder.c,0,2,6,8,12978,thirdparty/icu4c/common/ucharstriebuilder.c,1,2,6,9,12893
thirdparty/icu4c/common/lstmbe.c,thirdparty/icu4c/common/lstmbe.c,godot,thirdparty/icu4c/common/lstmbe.c,13,4,0,17,thirdparty/icu4c/common/lstmbe.c,thirdparty/icu4c/common/lstmbe.c,2,6,16,24,19740,thirdparty/icu4c/common/lstmbe.c,5,6,16,27,19525
thirdparty/icu4c/common/locid.c,thirdparty/icu4c/common/locid.c,godot,thirdparty/icu4c/common/locid.c,13,9,2,22,thirdparty/icu4c/common/locid.c,thirdparty/icu4c/common/locid.c,0,13,16,29,57052,thirdparty/icu4c/common/locid.c,0,13,16,29,57052
thirdparty/icu4c/common/loclikelysubtags.c,thirdparty/icu4c/common/loclikelysubtags.c,godot,thirdparty/icu4c/common/loclikelysubtags.c,10,2,0,12,thirdparty/icu4c/common/loclikelysubtags.c,thirdparty/icu4c/common/loclikelysubtags.c,4,4,14,22,28963,thirdparty/icu4c/common/loclikelysubtags.c,9,4,14,27,28204
thirdparty/icu4c/common/ucharstrieiterator.c,thirdparty/icu4c/common/ucharstrieiterator.c,godot,thirdparty/icu4c/common/ucharstrieiterator.c,1,1,0,2,thirdparty/icu4c/common/ucharstrieiterator.c,thirdparty/icu4c/common/ucharstrieiterator.c,0,2,2,4,6576,thirdparty/icu4c/common/ucharstrieiterator.c,1,2,2,5,6550
thirdparty/icu4c/common/util.c,thirdparty/icu4c/common/util.c,godot,thirdparty/icu4c/common/util.c,1,8,0,9,thirdparty/icu4c/common/util.c,thirdparty/icu4c/common/util.c,0,3,7,10,9557,thirdparty/icu4c/common/util.c,2,3,7,12,9317
thirdparty/icu4c/common/utrie2_builder.c,thirdparty/icu4c/common/utrie2_builder.c,godot,thirdparty/icu4c/common/utrie2_builder.c,39,10,0,49,thirdparty/icu4c/common/utrie2_builder.c,thirdparty/icu4c/common/utrie2_builder.c,4,7,41,52,18375,thirdparty/icu4c/common/utrie2_builder.c,16,7,41,64,17187
thirdparty/icu4c/common/bytestriebuilder.c,thirdparty/icu4c/common/bytestriebuilder.c,godot,thirdparty/icu4c/common/bytestriebuilder.c,1,4,3,5,thirdparty/icu4c/common/bytestriebuilder.c,thirdparty/icu4c/common/bytestriebuilder.c,0,4,4,8,14713,thirdparty/icu4c/common/bytestriebuilder.c,1,4,4,9,14618
thirdparty/icu4c/common/uresdata.c,thirdparty/icu4c/common/uresdata.c,godot,thirdparty/icu4c/common/uresdata.c,8,3,0,11,thirdparty/icu4c/common/uresdata.c,thirdparty/icu4c/common/uresdata.c,0,1,8,9,20024,thirdparty/icu4c/common/uresdata.c,2,1,8,11,19899
thirdparty/icu4c/common/unames.c,thirdparty/icu4c/common/unames.c,godot,thirdparty/icu4c/common/unames.c,30,43,2,73,thirdparty/icu4c/common/unames.c,thirdparty/icu4c/common/unames.c,9,13,58,80,25996,thirdparty/icu4c/common/unames.c,11,13,58,82,25880
thirdparty/icu4c/common/uresbund.c,thirdparty/icu4c/common/uresbund.c,godot,thirdparty/icu4c/common/uresbund.c,3,25,6,28,thirdparty/icu4c/common/uresbund.c,thirdparty/icu4c/common/uresbund.c,24,10,23,57,48933,thirdparty/icu4c/common/uresbund.c,26,10,23,59,47755
thirdparty/icu4c/common/unisetspan.c,thirdparty/icu4c/common/unisetspan.c,godot,thirdparty/icu4c/common/unisetspan.c,26,2,6,28,thirdparty/icu4c/common/unisetspan.c,thirdparty/icu4c/common/unisetspan.c,2,15,40,57,21569,thirdparty/icu4c/common/unisetspan.c,4,15,40,59,21505
thirdparty/icu4c/common/rbbinode.c,thirdparty/icu4c/common/rbbinode.c,godot,thirdparty/icu4c/common/rbbinode.c,0,1,0,1,thirdparty/icu4c/common/rbbinode.c,thirdparty/icu4c/common/rbbinode.c,0,2,3,5,7463,thirdparty/icu4c/common/rbbinode.c,1,2,3,6,7268
thirdparty/icu4c/common/utext.c,thirdparty/icu4c/common/utext.c,godot,thirdparty/icu4c/common/utext.c,7,7,5,14,thirdparty/icu4c/common/utext.c,thirdparty/icu4c/common/utext.c,2,4,15,21,36869,thirdparty/icu4c/common/utext.c,3,4,15,22,36044
thirdparty/icu4c/common/uloc_tag.c,thirdparty/icu4c/common/uloc_tag.c,godot,thirdparty/icu4c/common/uloc_tag.c,24,27,1,51,thirdparty/icu4c/common/uloc_tag.c,thirdparty/icu4c/common/uloc_tag.c,1,29,52,82,44943,thirdparty/icu4c/common/uloc_tag.c,4,29,52,85,44694
thirdparty/icu4c/common/uloc.c,thirdparty/icu4c/common/uloc.c,godot,thirdparty/icu4c/common/uloc.c,13,23,2,36,thirdparty/icu4c/common/uloc.c,thirdparty/icu4c/common/uloc.c,2,15,24,41,37358,thirdparty/icu4c/common/uloc.c,16,15,25,56,36330
thirdparty/icu4c/common/bytestrieiterator.c,thirdparty/icu4c/common/bytestrieiterator.c,godot,thirdparty/icu4c/common/bytestrieiterator.c,1,1,0,2,thirdparty/icu4c/common/bytestrieiterator.c,thirdparty/icu4c/common/bytestrieiterator.c,0,0,2,2,9447,thirdparty/icu4c/common/bytestrieiterator.c,1,0,2,3,9328
thirdparty/icu4c/common/udataswp.c,thirdparty/icu4c/common/udataswp.c,godot,thirdparty/icu4c/common/udataswp.c,1,4,0,5,thirdparty/icu4c/common/udataswp.c,thirdparty/icu4c/common/udataswp.c,1,0,5,6,5365,thirdparty/icu4c/common/udataswp.c,3,0,5,8,5225
thirdparty/icu4c/common/utrie2.c,thirdparty/icu4c/common/utrie2.c,godot,thirdparty/icu4c/common/utrie2.c,12,0,0,12,thirdparty/icu4c/common/utrie2.c,thirdparty/icu4c/common/utrie2.c,2,1,7,10,10549,thirdparty/icu4c/common/utrie2.c,12,1,7,20,10281
thirdparty/icu4c/common/putil.c,thirdparty/icu4c/common/putil.c,godot,thirdparty/icu4c/common/putil.c,6,7,0,13,thirdparty/icu4c/common/putil.c,thirdparty/icu4c/common/putil.c,0,1,6,7,10509,thirdparty/icu4c/common/putil.c,1,1,6,8,10178
thirdparty/icu4c/common/dictbe.c,thirdparty/icu4c/common/dictbe.c,godot,thirdparty/icu4c/common/dictbe.c,14,15,8,29,thirdparty/icu4c/common/dictbe.c,thirdparty/icu4c/common/dictbe.c,2,16,40,58,29715,thirdparty/icu4c/common/dictbe.c,10,16,40,66,29347
thirdparty/icu4c/common/uloc_keytype.c,thirdparty/icu4c/common/uloc_keytype.c,godot,thirdparty/icu4c/common/uloc_keytype.c,0,4,0,4,thirdparty/icu4c/common/uloc_keytype.c,thirdparty/icu4c/common/uloc_keytype.c,0,7,11,18,16584,thirdparty/icu4c/common/uloc_keytype.c,1,7,11,19,16403
thirdparty/icu4c/common/rbbirb.c,thirdparty/icu4c/common/rbbirb.c,godot,thirdparty/icu4c/common/rbbirb.c,2,2,1,4,thirdparty/icu4c/common/rbbirb.c,thirdparty/icu4c/common/rbbirb.c,0,3,2,5,5304,thirdparty/icu4c/common/rbbirb.c,2,3,2,7,5037
thirdparty/icu4c/common/umutablecptrie.c,thirdparty/icu4c/common/umutablecptrie.c,godot,thirdparty/icu4c/common/umutablecptrie.c,29,20,6,49,thirdparty/icu4c/common/umutablecptrie.c,thirdparty/icu4c/common/umutablecptrie.c,3,41,67,111,33880,thirdparty/icu4c/common/umutablecptrie.c,7,41,67,115,33366
thirdparty/libtheora/info.c,thirdparty/libtheora/info.c,godot,thirdparty/libtheora/info.c,4,0,0,4,thirdparty/libtheora/info.c,thirdparty/libtheora/info.c,0,0,4,4,2112,thirdparty/libtheora/info.c,1,0,4,5,2098
thirdparty/libtheora/decode.c,thirdparty/libtheora/decode.c,godot,thirdparty/libtheora/decode.c,85,6,5,91,thirdparty/libtheora/decode.c,thirdparty/libtheora/decode.c,7,6,67,80,30114,thirdparty/libtheora/decode.c,14,6,67,87,29662
thirdparty/libtheora/x86/mmxstate.c,thirdparty/libtheora/x86/mmxstate.c,godot,thirdparty/libtheora/x86/mmxstate.c,1,4,0,5,thirdparty/libtheora/x86/mmxstate.c,thirdparty/libtheora/x86/mmxstate.c,0,0,5,5,25097,thirdparty/libtheora/x86/mmxstate.c,1,0,5,6,25086
thirdparty/libtheora/x86/mmxidct.c,thirdparty/libtheora/x86/mmxidct.c,godot,thirdparty/libtheora/x86/mmxidct.c,1,0,0,1,thirdparty/libtheora/x86/mmxidct.c,thirdparty/libtheora/x86/mmxidct.c,0,0,1,1,23588,thirdparty/libtheora/x86/mmxidct.c,2,0,1,3,23603
thirdparty/libtheora/state.c,thirdparty/libtheora/state.c,godot,thirdparty/libtheora/state.c,32,5,0,37,thirdparty/libtheora/state.c,thirdparty/libtheora/state.c,1,6,29,36,15747,thirdparty/libtheora/state.c,9,6,29,44,14838
thirdparty/cvtt/convectionkernels_s3tc.c,thirdparty/cvtt/ConvectionKernels_S3TC.c,godot,thirdparty/cvtt/ConvectionKernels_S3TC.c,89,0,0,89,thirdparty/cvtt/ConvectionKernels_S3TC.c,thirdparty/cvtt/ConvectionKernels_S3TC.c,1,5,105,111,104186,thirdparty/cvtt/ConvectionKernels_S3TC.c,10,5,105,120,103109
thirdparty/cvtt/convectionkernels_util.c,thirdparty/cvtt/ConvectionKernels_Util.c,godot,thirdparty/cvtt/ConvectionKernels_Util.c,3,0,0,3,thirdparty/cvtt/ConvectionKernels_Util.c,thirdparty/cvtt/ConvectionKernels_Util.c,0,0,3,3,638,thirdparty/cvtt/ConvectionKernels_Util.c,2,0,3,5,629
thirdparty/cvtt/convectionkernels_etc.c,thirdparty/cvtt/ConvectionKernels_ETC.c,godot,thirdparty/cvtt/ConvectionKernels_ETC.c,254,0,0,254,thirdparty/cvtt/ConvectionKernels_ETC.c,thirdparty/cvtt/ConvectionKernels_ETC.c,3,18,161,182,173063,thirdparty/cvtt/ConvectionKernels_ETC.c,3,18,161,182,173063
thirdparty/cvtt/convectionkernels_bc67.c,thirdparty/cvtt/ConvectionKernels_BC67.c,godot,thirdparty/cvtt/ConvectionKernels_BC67.c,230,0,0,230,thirdparty/cvtt/ConvectionKernels_BC67.c,thirdparty/cvtt/ConvectionKernels_BC67.c,4,38,298,340,276107,thirdparty/cvtt/ConvectionKernels_BC67.c,39,38,298,375,271001
thirdparty/meshoptimizer/clusterizer.c,thirdparty/meshoptimizer/clusterizer.c,godot,thirdparty/meshoptimizer/clusterizer.c,29,1,0,30,thirdparty/meshoptimizer/clusterizer.c,thirdparty/meshoptimizer/clusterizer.c,2,4,35,41,17050,thirdparty/meshoptimizer/clusterizer.c,4,4,35,43,16981
thirdparty/meshoptimizer/indexcodec.c,thirdparty/meshoptimizer/indexcodec.c,godot,thirdparty/meshoptimizer/indexcodec.c,10,2,1,12,thirdparty/meshoptimizer/indexcodec.c,thirdparty/meshoptimizer/indexcodec.c,0,6,11,17,9134,thirdparty/meshoptimizer/indexcodec.c,4,6,11,21,8805
thirdparty/meshoptimizer/simplifier.c,thirdparty/meshoptimizer/simplifier.c,godot,thirdparty/meshoptimizer/simplifier.c,75,4,1,79,thirdparty/meshoptimizer/simplifier.c,thirdparty/meshoptimizer/simplifier.c,3,13,80,96,35674,thirdparty/meshoptimizer/simplifier.c,4,13,80,97,35616
thirdparty/meshoptimizer/vertexcodec.c,thirdparty/meshoptimizer/vertexcodec.c,godot,thirdparty/meshoptimizer/vertexcodec.c,23,2,0,25,thirdparty/meshoptimizer/vertexcodec.c,thirdparty/meshoptimizer/vertexcodec.c,1,4,16,21,19494,thirdparty/meshoptimizer/vertexcodec.c,13,4,16,33,17650
thirdparty/meshoptimizer/vertexfilter.c,thirdparty/meshoptimizer/vertexfilter.c,godot,thirdparty/meshoptimizer/vertexfilter.c,25,0,0,25,thirdparty/meshoptimizer/vertexfilter.c,thirdparty/meshoptimizer/vertexfilter.c,0,2,15,17,11872,thirdparty/meshoptimizer/vertexfilter.c,1,2,15,18,11593
thirdparty/wslay/wslay_frame.c,thirdparty/wslay/wslay_frame.c,godot,thirdparty/wslay/wslay_frame.c,3,1,0,4,thirdparty/wslay/wslay_frame.c,thirdparty/wslay/wslay_frame.c,0,0,5,5,7697,thirdparty/wslay/wslay_frame.c,4,0,5,9,7560
thirdparty/wslay/wslay_event.c,thirdparty/wslay/wslay_event.c,godot,thirdparty/wslay/wslay_event.c,3,8,0,11,thirdparty/wslay/wslay_event.c,thirdparty/wslay/wslay_event.c,0,9,4,13,15070,thirdparty/wslay/wslay_event.c,4,9,4,17,14922
thirdparty/astcenc/astcenc_entry.c,thirdparty/astcenc/astcenc_entry.c,godot,thirdparty/astcenc/astcenc_entry.c,11,3,0,14,thirdparty/astcenc/astcenc_entry.c,thirdparty/astcenc/astcenc_entry.c,3,3,12,18,23648,thirdparty/astcenc/astcenc_entry.c,3,3,12,18,23644
thirdparty/astcenc/astcenc_image.c,thirdparty/astcenc/astcenc_image.c,godot,thirdparty/astcenc/astcenc_image.c,14,0,0,14,thirdparty/astcenc/astcenc_image.c,thirdparty/astcenc/astcenc_image.c,0,1,14,15,12120,thirdparty/astcenc/astcenc_image.c,1,1,14,16,12102
thirdparty/astcenc/astcenc_find_best_partitioning.c,thirdparty/astcenc/astcenc_find_best_partitioning.c,godot,thirdparty/astcenc/astcenc_find_best_partitioning.c,27,1,1,28,thirdparty/astcenc/astcenc_find_best_partitioning.c,thirdparty/astcenc/astcenc_find_best_partitioning.c,2,2,26,30,12813,thirdparty/astcenc/astcenc_find_best_partitioning.c,4,2,26,32,12776
thirdparty/astcenc/astcenc_percentile_tables.c,thirdparty/astcenc/astcenc_percentile_tables.c,godot,thirdparty/astcenc/astcenc_percentile_tables.c,3,0,0,3,thirdparty/astcenc/astcenc_percentile_tables.c,thirdparty/astcenc/astcenc_percentile_tables.c,0,1,2,3,1303,thirdparty/astcenc/astcenc_percentile_tables.c,2,1,2,5,1306
thirdparty/astcenc/astcenc_partition_tables.c,thirdparty/astcenc/astcenc_partition_tables.c,godot,thirdparty/astcenc/astcenc_partition_tables.c,14,0,0,14,thirdparty/astcenc/astcenc_partition_tables.c,thirdparty/astcenc/astcenc_partition_tables.c,1,2,10,13,5272,thirdparty/astcenc/astcenc_partition_tables.c,3,2,10,15,5175
thirdparty/astcenc/astcenc_compress_symbolic.c,thirdparty/astcenc/astcenc_compress_symbolic.c,godot,thirdparty/astcenc/astcenc_compress_symbolic.c,30,0,0,30,thirdparty/astcenc/astcenc_compress_symbolic.c,thirdparty/astcenc/astcenc_compress_symbolic.c,3,2,25,30,22589,thirdparty/astcenc/astcenc_compress_symbolic.c,4,2,24,30,22540
thirdparty/astcenc/astcenc_symbolic_physical.c,thirdparty/astcenc/astcenc_symbolic_physical.c,godot,thirdparty/astcenc/astcenc_symbolic_physical.c,23,0,0,23,thirdparty/astcenc/astcenc_symbolic_physical.c,thirdparty/astcenc/astcenc_symbolic_physical.c,0,0,21,21,6484,thirdparty/astcenc/astcenc_symbolic_physical.c,1,0,21,22,6467
thirdparty/astcenc/astcenc_decompress_symbolic.c,thirdparty/astcenc/astcenc_decompress_symbolic.c,godot,thirdparty/astcenc/astcenc_decompress_symbolic.c,12,0,0,12,thirdparty/astcenc/astcenc_decompress_symbolic.c,thirdparty/astcenc/astcenc_decompress_symbolic.c,0,1,11,12,16300,thirdparty/astcenc/astcenc_decompress_symbolic.c,2,1,11,14,16236
thirdparty/astcenc/astcenc_block_sizes.c,thirdparty/astcenc/astcenc_block_sizes.c,godot,thirdparty/astcenc/astcenc_block_sizes.c,50,1,0,51,thirdparty/astcenc/astcenc_block_sizes.c,thirdparty/astcenc/astcenc_block_sizes.c,6,3,44,53,14381,thirdparty/astcenc/astcenc_block_sizes.c,8,3,44,55,14287
thirdparty/thorvg/src/loaders/jpg/tvgjpgd.c,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,godot,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,75,14,7,89,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,11,19,98,128,141243,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,17,19,98,134,140490
thirdparty/thorvg/src/loaders/svg/tvgsvgloader.c,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,godot,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,36,19,0,55,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,0,0,9,9,10850,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,1,0,9,10,10746
thirdparty/thorvg/src/renderer/sw_engine/tvgswrenderer.c,thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,godot,thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,7,0,0,7,thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,0,2,15,17,24475,thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,1,2,15,18,24324
thirdparty/thorvg/src/renderer/sw_engine/tvgswmempool.c,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,godot,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,1,0,0,1,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,0,0,1,1,2030,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,5,0,1,6,1676
thirdparty/thorvg/src/renderer/tvgshape.c,thirdparty/thorvg/src/renderer/tvgShape.c,godot,thirdparty/thorvg/src/renderer/tvgShape.c,1,0,0,1,thirdparty/thorvg/src/renderer/tvgShape.c,thirdparty/thorvg/src/renderer/tvgShape.c,0,0,4,4,22945,thirdparty/thorvg/src/renderer/tvgShape.c,1,0,4,5,22861
thirdparty/thorvg/src/renderer/tvgtaskscheduler.c,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,godot,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,7,2,0,9,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,0,3,9,12,6326,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,1,3,9,13,6029
thirdparty/thorvg/src/renderer/tvgpaint.c,thirdparty/thorvg/src/renderer/tvgPaint.c,godot,thirdparty/thorvg/src/renderer/tvgPaint.c,2,0,0,2,thirdparty/thorvg/src/renderer/tvgPaint.c,thirdparty/thorvg/src/renderer/tvgPaint.c,1,3,8,12,29811,thirdparty/thorvg/src/renderer/tvgPaint.c,5,3,8,16,29468
thirdparty/libogg/framing.c,thirdparty/libogg/framing.c,godot,thirdparty/libogg/framing.c,33,7,0,40,thirdparty/libogg/framing.c,thirdparty/libogg/framing.c,2,3,11,16,10755,thirdparty/libogg/framing.c,4,3,11,18,10675
thirdparty/zlib/deflate.c,thirdparty/zlib/deflate.c,godot,thirdparty/zlib/deflate.c,4,3,19,7,thirdparty/zlib/deflate.c,thirdparty/zlib/deflate.c,2,8,18,28,35348,thirdparty/zlib/deflate.c,5,8,18,31,34882
thirdparty/zlib/crc32.c,thirdparty/zlib/crc32.c,godot,thirdparty/zlib/crc32.c,21,11,0,32,thirdparty/zlib/crc32.c,thirdparty/zlib/crc32.c,2,2,19,23,4109,thirdparty/zlib/crc32.c,3,2,19,24,3681
thirdparty/zlib/inflate.c,thirdparty/zlib/inflate.c,godot,thirdparty/zlib/inflate.c,8,11,4,19,thirdparty/zlib/inflate.c,thirdparty/zlib/inflate.c,9,5,19,33,25477,thirdparty/zlib/inflate.c,9,5,19,33,25477
thirdparty/recastnavigation/recast/source/recastcontour.c,thirdparty/recastnavigation/Recast/Source/RecastContour.c,godot,thirdparty/recastnavigation/Recast/Source/RecastContour.c,38,3,0,41,thirdparty/recastnavigation/Recast/Source/RecastContour.c,thirdparty/recastnavigation/Recast/Source/RecastContour.c,1,4,35,40,19910,thirdparty/recastnavigation/Recast/Source/RecastContour.c,1,4,35,40,19910
thirdparty/recastnavigation/recast/source/recastlayers.c,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,godot,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,33,1,0,34,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,5,1,33,39,10260,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,6,1,33,40,10178
thirdparty/recastnavigation/recast/source/recast.c,thirdparty/recastnavigation/Recast/Source/Recast.c,godot,thirdparty/recastnavigation/Recast/Source/Recast.c,14,1,0,15,thirdparty/recastnavigation/Recast/Source/Recast.c,thirdparty/recastnavigation/Recast/Source/Recast.c,2,2,14,18,10028,thirdparty/recastnavigation/Recast/Source/Recast.c,8,2,14,24,9715
thirdparty/recastnavigation/recast/source/recastmesh.c,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,godot,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,64,3,0,67,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74,27659,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74,27612
thirdparty/recastnavigation/recast/source/recastmeshdetail.c,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,godot,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,50,6,0,56,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,3,7,46,56,29638,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,3,7,46,56,29638
thirdparty/embree/kernels/builders/primrefgen.c,thirdparty/embree/kernels/builders/primrefgen.c,godot,thirdparty/embree/kernels/builders/primrefgen.c,7,0,0,7,thirdparty/embree/kernels/builders/primrefgen.c,thirdparty/embree/kernels/builders/primrefgen.c,0,9,38,47,74207,thirdparty/embree/kernels/builders/primrefgen.c,0,9,38,47,74207
thirdparty/embree/kernels/common/scene_triangle_mesh.c,thirdparty/embree/kernels/common/scene_triangle_mesh.c,godot,thirdparty/embree/kernels/common/scene_triangle_mesh.c,3,0,0,3,thirdparty/embree/kernels/common/scene_triangle_mesh.c,thirdparty/embree/kernels/common/scene_triangle_mesh.c,1,8,34,43,42575,thirdparty/embree/kernels/common/scene_triangle_mesh.c,13,8,34,55,41984
thirdparty/embree/kernels/common/geometry.c,thirdparty/embree/kernels/common/geometry.c,godot,thirdparty/embree/kernels/common/geometry.c,4,0,0,4,thirdparty/embree/kernels/common/geometry.c,thirdparty/embree/kernels/common/geometry.c,0,1,4,5,9327,thirdparty/embree/kernels/common/geometry.c,1,1,4,6,9278
thirdparty/embree/kernels/common/state.c,thirdparty/embree/kernels/common/state.c,godot,thirdparty/embree/kernels/common/state.c,3,1,1,4,thirdparty/embree/kernels/common/state.c,thirdparty/embree/kernels/common/state.c,2,5,29,36,179977,thirdparty/embree/kernels/common/state.c,19,5,29,53,176930
thirdparty/embree/kernels/common/alloc.c,thirdparty/embree/kernels/common/alloc.c,godot,thirdparty/embree/kernels/common/alloc.c,6,0,0,6,thirdparty/embree/kernels/common/alloc.c,thirdparty/embree/kernels/common/alloc.c,0,11,26,37,22308,thirdparty/embree/kernels/common/alloc.c,5,11,26,42,22080
thirdparty/embree/kernels/common/rtcore_builder.c,thirdparty/embree/kernels/common/rtcore_builder.c,godot,thirdparty/embree/kernels/common/rtcore_builder.c,8,0,0,8,thirdparty/embree/kernels/common/rtcore_builder.c,thirdparty/embree/kernels/common/rtcore_builder.c,41,83,176,300,526831,thirdparty/embree/kernels/common/rtcore_builder.c,41,83,176,300,526831
thirdparty/embree/kernels/common/scene.c,thirdparty/embree/kernels/common/scene.c,godot,thirdparty/embree/kernels/common/scene.c,8,0,1,8,thirdparty/embree/kernels/common/scene.c,thirdparty/embree/kernels/common/scene.c,1,29,26,56,56082,thirdparty/embree/kernels/common/scene.c,1,29,26,56,56082
thirdparty/embree/kernels/common/rtcore.c,thirdparty/embree/kernels/common/rtcore.c,godot,thirdparty/embree/kernels/common/rtcore.c,20,0,0,20,thirdparty/embree/kernels/common/rtcore.c,thirdparty/embree/kernels/common/rtcore.c,0,8,12,20,74554,thirdparty/embree/kernels/common/rtcore.c,5,8,12,25,74181
thirdparty/embree/kernels/common/acceln.c,thirdparty/embree/kernels/common/acceln.c,godot,thirdparty/embree/kernels/common/acceln.c,19,0,0,19,thirdparty/embree/kernels/common/acceln.c,thirdparty/embree/kernels/common/acceln.c,0,0,16,16,29872,thirdparty/embree/kernels/common/acceln.c,0,0,16,16,29872
