file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
editor/script_create_dialog.c,editor/script_create_dialog.c,godot,editor/script_create_dialog.c,5,3,0,8,editor/script_create_dialog.c,editor/script_create_dialog.c,19,14,33,66,138814,editor/script_create_dialog.c,29,14,32,75,133500
editor/animation_track_editor_plugins.c,editor/animation_track_editor_plugins.c,godot,editor/animation_track_editor_plugins.c,10,1,0,11,editor/animation_track_editor_plugins.c,editor/animation_track_editor_plugins.c,15,24,34,73,148552,editor/animation_track_editor_plugins.c,32,15,28,75,144449
editor/editor_command_palette.c,editor/editor_command_palette.c,godot,editor/editor_command_palette.c,3,0,0,3,editor/editor_command_palette.c,editor/editor_command_palette.c,14,30,72,116,145715,editor/editor_command_palette.c,23,30,72,125,142119
editor/editor_audio_buses.c,editor/editor_audio_buses.c,godot,editor/editor_audio_buses.c,20,1,0,21,editor/editor_audio_buses.c,editor/editor_audio_buses.c,30,60,171,261,298919,editor/editor_audio_buses.c,33,59,162,254,297367
editor/editor_properties.c,editor/editor_properties.c,godot,editor/editor_properties.c,64,3,0,67,editor/editor_properties.c,editor/editor_properties.c,55,134,276,465,613844,editor/editor_properties.c,55,134,276,465,613844
editor/editor_properties_array_dict.c,editor/editor_properties_array_dict.c,godot,editor/editor_properties_array_dict.c,12,0,0,12,editor/editor_properties_array_dict.c,editor/editor_properties_array_dict.c,27,55,155,237,279207,editor/editor_properties_array_dict.c,27,55,155,237,279207
editor/editor_build_profile.c,editor/editor_build_profile.c,godot,editor/editor_build_profile.c,11,2,0,13,editor/editor_build_profile.c,editor/editor_build_profile.c,24,47,116,187,218220,editor/editor_build_profile.c,31,47,116,194,216998
editor/run_instances_dialog.c,editor/run_instances_dialog.c,godot,editor/run_instances_dialog.c,7,1,0,8,editor/run_instances_dialog.c,editor/run_instances_dialog.c,13,11,30,54,73682,editor/run_instances_dialog.c,19,11,30,60,73288
editor/property_selector.c,editor/property_selector.c,godot,editor/property_selector.c,1,4,0,5,editor/property_selector.c,editor/property_selector.c,14,14,33,61,94283,editor/property_selector.c,19,15,32,66,92184
editor/engine_update_label.c,editor/engine_update_label.c,godot,editor/engine_update_label.c,0,0,0,0,editor/engine_update_label.c,editor/engine_update_label.c,7,3,22,32,54313,editor/engine_update_label.c,10,3,22,35,52102
editor/code_editor.c,editor/code_editor.c,godot,editor/code_editor.c,16,4,1,20,editor/code_editor.c,editor/code_editor.c,21,31,76,128,211306,editor/code_editor.c,21,31,76,128,211306
editor/import_defaults_editor.c,editor/import_defaults_editor.c,godot,editor/import_defaults_editor.c,1,0,0,1,editor/import_defaults_editor.c,editor/import_defaults_editor.c,12,16,51,79,80869,editor/import_defaults_editor.c,16,16,51,83,80275
editor/editor_dock_manager.c,editor/editor_dock_manager.c,godot,editor/editor_dock_manager.c,17,0,0,17,editor/editor_dock_manager.c,editor/editor_dock_manager.c,21,28,58,107,171481,editor/editor_dock_manager.c,21,28,58,107,171438
editor/editor_settings_dialog.c,editor/editor_settings_dialog.c,godot,editor/editor_settings_dialog.c,3,2,0,5,editor/editor_settings_dialog.c,editor/editor_settings_dialog.c,14,38,76,128,163639,editor/editor_settings_dialog.c,14,38,76,128,163639
editor/filesystem_dock.c,editor/filesystem_dock.c,godot,editor/filesystem_dock.c,56,19,0,75,editor/filesystem_dock.c,editor/filesystem_dock.c,44,99,269,412,559859,editor/filesystem_dock.c,47,92,250,389,537650
editor/editor_translation_parser.c,editor/editor_translation_parser.c,godot,editor/editor_translation_parser.c,7,0,0,7,editor/editor_translation_parser.c,editor/editor_translation_parser.c,8,11,39,58,74324,editor/editor_translation_parser.c,9,11,39,59,73860
editor/find_in_files.c,editor/find_in_files.c,godot,editor/find_in_files.c,8,7,0,15,editor/find_in_files.c,editor/find_in_files.c,15,37,92,144,198128,editor/find_in_files.c,15,37,92,144,198128
editor/uid_upgrade_tool.c,editor/uid_upgrade_tool.c,godot,editor/uid_upgrade_tool.c,2,0,0,2,editor/uid_upgrade_tool.c,editor/uid_upgrade_tool.c,9,8,16,33,43231,editor/uid_upgrade_tool.c,9,8,16,33,43139
editor/import/audio_stream_import_settings.c,editor/import/audio_stream_import_settings.c,godot,editor/import/audio_stream_import_settings.c,3,0,0,3,editor/import/audio_stream_import_settings.c,editor/import/audio_stream_import_settings.c,22,11,38,71,124835,editor/import/audio_stream_import_settings.c,22,11,38,71,124835
editor/import/3d/editor_import_collada.c,editor/import/3d/editor_import_collada.c,godot,editor/import/3d/editor_import_collada.c,48,4,0,52,editor/import/3d/editor_import_collada.c,editor/import/3d/editor_import_collada.c,27,72,406,505,476868,editor/import/3d/editor_import_collada.c,41,68,397,506,449536
editor/import/3d/scene_import_settings.c,editor/import/3d/scene_import_settings.c,godot,editor/import/3d/scene_import_settings.c,7,2,0,9,editor/import/3d/scene_import_settings.c,editor/import/3d/scene_import_settings.c,47,41,130,218,371169,editor/import/3d/scene_import_settings.c,70,41,124,235,343270
editor/import/3d/collada.c,editor/import/3d/collada.c,godot,editor/import/3d/collada.c,37,44,0,81,editor/import/3d/collada.c,editor/import/3d/collada.c,8,115,414,537,456398,editor/import/3d/collada.c,28,115,414,557,449135
editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,godot,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,37,16,0,53,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,11,26,58,95,128703,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,15,26,58,99,128151
editor/import/resource_importer_layered_texture.c,editor/import/resource_importer_layered_texture.c,godot,editor/import/resource_importer_layered_texture.c,12,3,0,15,editor/import/resource_importer_layered_texture.c,editor/import/resource_importer_layered_texture.c,8,15,41,64,96539,editor/import/resource_importer_layered_texture.c,9,15,41,65,95965
editor/import/resource_importer_texture.c,editor/import/resource_importer_texture.c,godot,editor/import/resource_importer_texture.c,6,2,0,8,editor/import/resource_importer_texture.c,editor/import/resource_importer_texture.c,9,4,32,45,87472,editor/import/resource_importer_texture.c,10,4,32,46,86872
editor/import/dynamic_font_import_settings.c,editor/import/dynamic_font_import_settings.c,godot,editor/import/dynamic_font_import_settings.c,25,0,0,25,editor/import/dynamic_font_import_settings.c,editor/import/dynamic_font_import_settings.c,29,30,74,133,227534,editor/import/dynamic_font_import_settings.c,29,30,74,133,227534
editor/editor_run_native.c,editor/editor_run_native.c,godot,editor/editor_run_native.c,4,0,0,4,editor/editor_run_native.c,editor/editor_run_native.c,10,5,12,27,42788,editor/editor_run_native.c,13,4,12,29,40690
editor/project_manager.c,editor/project_manager.c,godot,editor/project_manager.c,10,0,0,10,editor/project_manager.c,editor/project_manager.c,23,43,115,181,254751,editor/project_manager.c,23,43,115,181,254751
editor/editor_vcs_interface.c,editor/editor_vcs_interface.c,godot,editor/editor_vcs_interface.c,8,0,0,8,editor/editor_vcs_interface.c,editor/editor_vcs_interface.c,9,3,49,61,225629,editor/editor_vcs_interface.c,18,3,49,70,223134
editor/project_settings_editor.c,editor/project_settings_editor.c,godot,editor/project_settings_editor.c,6,0,0,6,editor/project_settings_editor.c,editor/project_settings_editor.c,20,23,68,111,140498,editor/project_settings_editor.c,20,23,68,111,140498
editor/editor_native_shader_source_visualizer.c,editor/editor_native_shader_source_visualizer.c,godot,editor/editor_native_shader_source_visualizer.c,2,0,0,2,editor/editor_native_shader_source_visualizer.c,editor/editor_native_shader_source_visualizer.c,10,3,7,20,47615,editor/editor_native_shader_source_visualizer.c,13,3,7,23,47183
editor/gui/editor_bottom_panel.c,editor/gui/editor_bottom_panel.c,godot,editor/gui/editor_bottom_panel.c,6,0,0,6,editor/gui/editor_bottom_panel.c,editor/gui/editor_bottom_panel.c,10,17,23,50,66433,editor/gui/editor_bottom_panel.c,18,16,24,58,65523
editor/gui/editor_validation_panel.c,editor/gui/editor_validation_panel.c,godot,editor/gui/editor_validation_panel.c,0,0,0,0,editor/gui/editor_validation_panel.c,editor/gui/editor_validation_panel.c,11,6,28,45,55033,editor/gui/editor_validation_panel.c,11,6,28,45,55033
editor/gui/editor_file_dialog.c,editor/gui/editor_file_dialog.c,godot,editor/gui/editor_file_dialog.c,30,8,0,38,editor/gui/editor_file_dialog.c,editor/gui/editor_file_dialog.c,34,47,107,188,486967,editor/gui/editor_file_dialog.c,34,47,107,188,486967
editor/gui/editor_toaster.c,editor/gui/editor_toaster.c,godot,editor/gui/editor_toaster.c,3,0,0,3,editor/gui/editor_toaster.c,editor/gui/editor_toaster.c,10,12,34,56,95336,editor/gui/editor_toaster.c,10,12,34,56,95336
editor/gui/editor_run_bar.c,editor/gui/editor_run_bar.c,godot,editor/gui/editor_run_bar.c,0,0,0,0,editor/gui/editor_run_bar.c,editor/gui/editor_run_bar.c,9,11,26,46,85999,editor/gui/editor_run_bar.c,9,11,26,46,85999
editor/gui/editor_title_bar.c,editor/gui/editor_title_bar.c,godot,editor/gui/editor_title_bar.c,0,0,0,0,editor/gui/editor_title_bar.c,editor/gui/editor_title_bar.c,8,0,9,17,28990,editor/gui/editor_title_bar.c,12,0,9,21,28757
editor/gui/editor_version_button.c,editor/gui/editor_version_button.c,godot,editor/gui/editor_version_button.c,0,0,0,0,editor/gui/editor_version_button.c,editor/gui/editor_version_button.c,7,0,9,16,28291,editor/gui/editor_version_button.c,9,0,9,18,28164
editor/gui/editor_dir_dialog.c,editor/gui/editor_dir_dialog.c,godot,editor/gui/editor_dir_dialog.c,1,1,0,2,editor/gui/editor_dir_dialog.c,editor/gui/editor_dir_dialog.c,13,10,22,45,77482,editor/gui/editor_dir_dialog.c,13,10,22,45,77482
editor/gui/editor_scene_tabs.c,editor/gui/editor_scene_tabs.c,godot,editor/gui/editor_scene_tabs.c,4,0,0,4,editor/gui/editor_scene_tabs.c,editor/gui/editor_scene_tabs.c,11,12,27,50,89816,editor/gui/editor_scene_tabs.c,11,12,27,50,89810
editor/gui/scene_tree_editor.c,editor/gui/scene_tree_editor.c,godot,editor/gui/scene_tree_editor.c,14,12,0,26,editor/gui/scene_tree_editor.c,editor/gui/scene_tree_editor.c,25,63,113,201,305281,editor/gui/scene_tree_editor.c,25,63,113,201,305281
editor/gui/editor_zoom_widget.c,editor/gui/editor_zoom_widget.c,godot,editor/gui/editor_zoom_widget.c,0,0,0,0,editor/gui/editor_zoom_widget.c,editor/gui/editor_zoom_widget.c,11,2,11,24,66534,editor/gui/editor_zoom_widget.c,11,2,11,24,66532
editor/gui/editor_object_selector.c,editor/gui/editor_object_selector.c,godot,editor/gui/editor_object_selector.c,2,0,0,2,editor/gui/editor_object_selector.c,editor/gui/editor_object_selector.c,12,7,20,39,50963,editor/gui/editor_object_selector.c,12,7,20,39,50963
editor/gui/editor_quick_open_dialog.c,editor/gui/editor_quick_open_dialog.c,godot,editor/gui/editor_quick_open_dialog.c,7,0,0,7,editor/gui/editor_quick_open_dialog.c,editor/gui/editor_quick_open_dialog.c,42,21,69,132,182602,editor/gui/editor_quick_open_dialog.c,42,21,69,132,182602
editor/import_dock.c,editor/import_dock.c,godot,editor/import_dock.c,6,0,0,6,editor/import_dock.c,editor/import_dock.c,21,31,104,156,174956,editor/import_dock.c,21,31,104,156,174956
editor/inspector_dock.c,editor/inspector_dock.c,godot,editor/inspector_dock.c,3,1,0,4,editor/inspector_dock.c,editor/inspector_dock.c,11,18,44,73,118042,editor/inspector_dock.c,11,18,44,73,118042
editor/export/editor_export_platform_extension.c,editor/export/editor_export_platform_extension.c,godot,editor/export/editor_export_platform_extension.c,0,0,0,0,editor/export/editor_export_platform_extension.c,editor/export/editor_export_platform_extension.c,4,3,34,41,206645,editor/export/editor_export_platform_extension.c,5,3,34,42,205361
editor/export/project_export.c,editor/export/project_export.c,godot,editor/export/project_export.c,14,2,0,16,editor/export/project_export.c,editor/export/project_export.c,28,39,66,133,238681,editor/export/project_export.c,28,39,66,133,238681
editor/export/export_template_manager.c,editor/export/export_template_manager.c,godot,editor/export/export_template_manager.c,2,5,0,7,editor/export/export_template_manager.c,editor/export/export_template_manager.c,17,19,39,75,153424,editor/export/export_template_manager.c,18,14,30,62,153617
editor/export/editor_export_plugin.c,editor/export/editor_export_plugin.c,godot,editor/export/editor_export_plugin.c,1,0,0,1,editor/export/editor_export_plugin.c,editor/export/editor_export_plugin.c,3,5,33,41,201197,editor/export/editor_export_plugin.c,7,5,33,45,200339
editor/export/codesign.c,editor/export/codesign.c,godot,editor/export/codesign.c,24,8,0,32,editor/export/codesign.c,editor/export/codesign.c,3,24,81,108,193011,editor/export/codesign.c,4,24,81,109,186546
editor/export/editor_export_platform.c,editor/export/editor_export_platform.c,godot,editor/export/editor_export_platform.c,54,7,0,61,editor/export/editor_export_platform.c,editor/export/editor_export_platform.c,34,56,151,241,449993,editor/export/editor_export_platform.c,37,50,147,234,435356
editor/export/editor_export_preset.c,editor/export/editor_export_preset.c,godot,editor/export/editor_export_preset.c,8,0,0,8,editor/export/editor_export_preset.c,editor/export/editor_export_preset.c,7,17,68,92,169797,editor/export/editor_export_preset.c,8,17,67,92,165841
editor/audio_stream_preview.c,editor/audio_stream_preview.c,godot,editor/audio_stream_preview.c,5,2,0,7,editor/audio_stream_preview.c,editor/audio_stream_preview.c,5,9,23,37,56612,editor/audio_stream_preview.c,8,9,23,40,55289
editor/editor_feature_profile.c,editor/editor_feature_profile.c,godot,editor/editor_feature_profile.c,12,1,0,13,editor/editor_feature_profile.c,editor/editor_feature_profile.c,35,50,130,215,265696,editor/editor_feature_profile.c,46,50,130,226,264085
editor/progress_dialog.c,editor/progress_dialog.c,godot,editor/progress_dialog.c,0,0,0,0,editor/progress_dialog.c,editor/progress_dialog.c,13,14,31,58,72524,editor/progress_dialog.c,23,14,31,68,71330
editor/dependency_editor.c,editor/dependency_editor.c,godot,editor/dependency_editor.c,25,1,0,26,editor/dependency_editor.c,editor/dependency_editor.c,27,33,108,168,202342,editor/dependency_editor.c,27,33,108,168,202342
editor/reparent_dialog.c,editor/reparent_dialog.c,godot,editor/reparent_dialog.c,0,0,0,0,editor/reparent_dialog.c,editor/reparent_dialog.c,13,2,8,23,45586,editor/reparent_dialog.c,13,2,8,23,45586
editor/animation_bezier_editor.c,editor/animation_bezier_editor.c,godot,editor/animation_bezier_editor.c,46,3,0,49,editor/animation_bezier_editor.c,editor/animation_bezier_editor.c,19,51,221,291,321518,editor/animation_bezier_editor.c,27,48,198,273,314870
editor/rename_dialog.c,editor/rename_dialog.c,godot,editor/rename_dialog.c,3,0,0,3,editor/rename_dialog.c,editor/rename_dialog.c,13,10,24,47,97828,editor/rename_dialog.c,30,10,24,64,95000
editor/history_dock.c,editor/history_dock.c,godot,editor/history_dock.c,0,2,0,2,editor/history_dock.c,editor/history_dock.c,13,15,26,54,67562,editor/history_dock.c,18,15,26,59,67169
editor/surface_upgrade_tool.c,editor/surface_upgrade_tool.c,godot,editor/surface_upgrade_tool.c,2,0,0,2,editor/surface_upgrade_tool.c,editor/surface_upgrade_tool.c,11,7,17,35,55044,editor/surface_upgrade_tool.c,11,7,17,35,55022
editor/project_converter_3_to_4.c,editor/project_converter_3_to_4.c,godot,editor/project_converter_3_to_4.c,44,8,0,52,editor/project_converter_3_to_4.c,editor/project_converter_3_to_4.c,31,32,149,212,357136,editor/project_converter_3_to_4.c,29,32,149,210,349632
editor/editor_about.c,editor/editor_about.c,godot,editor/editor_about.c,7,2,0,9,editor/editor_about.c,editor/editor_about.c,20,11,19,50,86270,editor/editor_about.c,30,10,18,58,84186
editor/editor_log.c,editor/editor_log.c,godot,editor/editor_log.c,5,1,0,6,editor/editor_log.c,editor/editor_log.c,19,16,45,80,100713,editor/editor_log.c,19,16,45,80,100713
editor/directory_create_dialog.c,editor/directory_create_dialog.c,godot,editor/directory_create_dialog.c,1,0,0,1,editor/directory_create_dialog.c,editor/directory_create_dialog.c,12,4,21,37,60933,editor/directory_create_dialog.c,19,4,21,44,60396
editor/editor_autoload_settings.c,editor/editor_autoload_settings.c,godot,editor/editor_autoload_settings.c,8,1,0,9,editor/editor_autoload_settings.c,editor/editor_autoload_settings.c,20,27,66,113,153418,editor/editor_autoload_settings.c,20,27,66,113,153418
editor/editor_main_screen.c,editor/editor_main_screen.c,godot,editor/editor_main_screen.c,10,0,2,10,editor/editor_main_screen.c,editor/editor_main_screen.c,12,10,28,50,58462,editor/editor_main_screen.c,17,10,28,55,58071
editor/event_listener_line_edit.c,editor/event_listener_line_edit.c,godot,editor/event_listener_line_edit.c,0,0,0,0,editor/event_listener_line_edit.c,editor/event_listener_line_edit.c,6,4,19,29,56843,editor/event_listener_line_edit.c,9,4,19,32,56552
editor/editor_resource_picker.c,editor/editor_resource_picker.c,godot,editor/editor_resource_picker.c,9,0,0,9,editor/editor_resource_picker.c,editor/editor_resource_picker.c,25,25,88,138,291777,editor/editor_resource_picker.c,25,25,88,138,291777
editor/plugins/node_3d_editor_plugin.c,editor/plugins/node_3d_editor_plugin.c,godot,editor/plugins/node_3d_editor_plugin.c,106,6,0,112,editor/plugins/node_3d_editor_plugin.c,editor/plugins/node_3d_editor_plugin.c,52,126,365,543,895030,editor/plugins/node_3d_editor_plugin.c,52,126,365,543,895030
editor/plugins/navigation_polygon_editor_plugin.c,editor/plugins/navigation_polygon_editor_plugin.c,godot,editor/plugins/navigation_polygon_editor_plugin.c,0,0,0,0,editor/plugins/navigation_polygon_editor_plugin.c,editor/plugins/navigation_polygon_editor_plugin.c,17,2,8,27,62997,editor/plugins/navigation_polygon_editor_plugin.c,18,2,8,28,62948
editor/plugins/line_2d_editor_plugin.c,editor/plugins/line_2d_editor_plugin.c,godot,editor/plugins/line_2d_editor_plugin.c,0,0,0,0,editor/plugins/line_2d_editor_plugin.c,editor/plugins/line_2d_editor_plugin.c,12,0,13,25,45906,editor/plugins/line_2d_editor_plugin.c,16,0,13,29,45657
editor/plugins/gizmos/gizmo_3d_helper.c,editor/plugins/gizmos/gizmo_3d_helper.c,godot,editor/plugins/gizmos/gizmo_3d_helper.c,1,0,0,1,editor/plugins/gizmos/gizmo_3d_helper.c,editor/plugins/gizmos/gizmo_3d_helper.c,0,0,2,2,10729,editor/plugins/gizmos/gizmo_3d_helper.c,2,0,2,4,10705
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,godot,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,6,0,0,6,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,7,4,18,29,43700,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,8,4,18,30,43389
editor/plugins/gizmos/joint_3d_gizmo_plugin.c,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,godot,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,4,0,0,4,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,5,9,12,26,49183,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,13,9,12,34,48216
editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,godot,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,6,0,0,6,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,7,2,12,21,43029,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,14,2,12,28,42294
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,godot,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,9,0,0,9,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38,73394,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,13,10,18,41,71315
editor/plugins/gizmos/camera_3d_gizmo_plugin.c,editor/plugins/gizmos/camera_3d_gizmo_plugin.c,godot,editor/plugins/gizmos/camera_3d_gizmo_plugin.c,1,0,0,1,editor/plugins/gizmos/camera_3d_gizmo_plugin.c,editor/plugins/gizmos/camera_3d_gizmo_plugin.c,5,1,7,13,35952,editor/plugins/gizmos/camera_3d_gizmo_plugin.c,8,1,7,16,35612
editor/plugins/game_view_plugin.c,editor/plugins/game_view_plugin.c,godot,editor/plugins/game_view_plugin.c,7,1,0,8,editor/plugins/game_view_plugin.c,editor/plugins/game_view_plugin.c,20,31,56,107,158781,editor/plugins/game_view_plugin.c,20,31,56,107,158755
editor/plugins/editor_debugger_plugin.c,editor/plugins/editor_debugger_plugin.c,godot,editor/plugins/editor_debugger_plugin.c,0,0,0,0,editor/plugins/editor_debugger_plugin.c,editor/plugins/editor_debugger_plugin.c,5,15,43,63,133305,editor/plugins/editor_debugger_plugin.c,5,15,43,63,133156
editor/plugins/editor_resource_tooltip_plugins.c,editor/plugins/editor_resource_tooltip_plugins.c,godot,editor/plugins/editor_resource_tooltip_plugins.c,0,0,0,0,editor/plugins/editor_resource_tooltip_plugins.c,editor/plugins/editor_resource_tooltip_plugins.c,12,2,18,32,86945,editor/plugins/editor_resource_tooltip_plugins.c,16,2,18,36,86308
editor/plugins/node_3d_editor_gizmos.c,editor/plugins/node_3d_editor_gizmos.c,godot,editor/plugins/node_3d_editor_gizmos.c,27,0,0,27,editor/plugins/node_3d_editor_gizmos.c,editor/plugins/node_3d_editor_gizmos.c,11,19,115,145,412409,editor/plugins/node_3d_editor_gizmos.c,14,19,114,147,409542
editor/plugins/editor_preview_plugins.c,editor/plugins/editor_preview_plugins.c,godot,editor/plugins/editor_preview_plugins.c,11,1,0,12,editor/plugins/editor_preview_plugins.c,editor/plugins/editor_preview_plugins.c,15,4,35,54,121227,editor/plugins/editor_preview_plugins.c,18,4,34,56,119486
editor/plugins/shader_file_editor_plugin.c,editor/plugins/shader_file_editor_plugin.c,godot,editor/plugins/shader_file_editor_plugin.c,6,0,0,6,editor/plugins/shader_file_editor_plugin.c,editor/plugins/shader_file_editor_plugin.c,16,33,63,112,94566,editor/plugins/shader_file_editor_plugin.c,27,33,63,123,93786
editor/plugins/dedicated_server_export_plugin.c,editor/plugins/dedicated_server_export_plugin.c,godot,editor/plugins/dedicated_server_export_plugin.c,0,1,0,1,editor/plugins/dedicated_server_export_plugin.c,editor/plugins/dedicated_server_export_plugin.c,3,3,11,17,25698,editor/plugins/dedicated_server_export_plugin.c,4,3,11,18,25457
editor/plugins/parallax_background_editor_plugin.c,editor/plugins/parallax_background_editor_plugin.c,godot,editor/plugins/parallax_background_editor_plugin.c,1,0,0,1,editor/plugins/parallax_background_editor_plugin.c,editor/plugins/parallax_background_editor_plugin.c,10,2,12,24,42965,editor/plugins/parallax_background_editor_plugin.c,13,2,12,27,42665
editor/plugins/animation_blend_tree_editor_plugin.c,editor/plugins/animation_blend_tree_editor_plugin.c,godot,editor/plugins/animation_blend_tree_editor_plugin.c,13,7,0,20,editor/plugins/animation_blend_tree_editor_plugin.c,editor/plugins/animation_blend_tree_editor_plugin.c,35,52,121,208,279296,editor/plugins/animation_blend_tree_editor_plugin.c,35,52,121,208,279296
editor/plugins/text_editor.c,editor/plugins/text_editor.c,godot,editor/plugins/text_editor.c,2,1,0,3,editor/plugins/text_editor.c,editor/plugins/text_editor.c,17,9,21,47,103221,editor/plugins/text_editor.c,23,9,21,53,101984
editor/plugins/physical_bone_3d_editor_plugin.c,editor/plugins/physical_bone_3d_editor_plugin.c,godot,editor/plugins/physical_bone_3d_editor_plugin.c,0,0,0,0,editor/plugins/physical_bone_3d_editor_plugin.c,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16,34918,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16,34906
editor/plugins/navigation_obstacle_2d_editor_plugin.c,editor/plugins/navigation_obstacle_2d_editor_plugin.c,godot,editor/plugins/navigation_obstacle_2d_editor_plugin.c,0,0,0,0,editor/plugins/navigation_obstacle_2d_editor_plugin.c,editor/plugins/navigation_obstacle_2d_editor_plugin.c,12,0,14,26,48178,editor/plugins/navigation_obstacle_2d_editor_plugin.c,16,0,14,30,47916
editor/plugins/version_control_editor_plugin.c,editor/plugins/version_control_editor_plugin.c,godot,editor/plugins/version_control_editor_plugin.c,8,3,0,11,editor/plugins/version_control_editor_plugin.c,editor/plugins/version_control_editor_plugin.c,14,30,74,118,219698,editor/plugins/version_control_editor_plugin.c,14,30,74,118,219698
editor/plugins/animation_state_machine_editor.c,editor/plugins/animation_state_machine_editor.c,godot,editor/plugins/animation_state_machine_editor.c,26,9,0,35,editor/plugins/animation_state_machine_editor.c,editor/plugins/animation_state_machine_editor.c,29,54,125,208,321888,editor/plugins/animation_state_machine_editor.c,84,54,125,263,317086
editor/plugins/voxel_gi_editor_plugin.c,editor/plugins/voxel_gi_editor_plugin.c,godot,editor/plugins/voxel_gi_editor_plugin.c,0,0,0,0,editor/plugins/voxel_gi_editor_plugin.c,editor/plugins/voxel_gi_editor_plugin.c,8,4,14,26,44185,editor/plugins/voxel_gi_editor_plugin.c,11,4,14,29,43783
editor/plugins/animation_player_editor_plugin.c,editor/plugins/animation_player_editor_plugin.c,godot,editor/plugins/animation_player_editor_plugin.c,13,2,2,15,editor/plugins/animation_player_editor_plugin.c,editor/plugins/animation_player_editor_plugin.c,21,38,80,139,291259,editor/plugins/animation_player_editor_plugin.c,24,37,78,139,280576
editor/plugins/plugin_config_dialog.c,editor/plugins/plugin_config_dialog.c,godot,editor/plugins/plugin_config_dialog.c,1,0,0,1,editor/plugins/plugin_config_dialog.c,editor/plugins/plugin_config_dialog.c,16,4,13,33,74314,editor/plugins/plugin_config_dialog.c,22,4,13,39,73756
editor/plugins/particles_editor_plugin.c,editor/plugins/particles_editor_plugin.c,godot,editor/plugins/particles_editor_plugin.c,23,2,0,25,editor/plugins/particles_editor_plugin.c,editor/plugins/particles_editor_plugin.c,18,20,57,95,152426,editor/plugins/particles_editor_plugin.c,27,20,57,104,151137
editor/plugins/camera_3d_editor_plugin.c,editor/plugins/camera_3d_editor_plugin.c,godot,editor/plugins/camera_3d_editor_plugin.c,0,0,0,0,editor/plugins/camera_3d_editor_plugin.c,editor/plugins/camera_3d_editor_plugin.c,15,8,13,36,65049,editor/plugins/camera_3d_editor_plugin.c,19,8,13,40,64275
editor/plugins/sprite_2d_editor_plugin.c,editor/plugins/sprite_2d_editor_plugin.c,godot,editor/plugins/sprite_2d_editor_plugin.c,16,0,0,16,editor/plugins/sprite_2d_editor_plugin.c,editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102,140937,editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102,140937
editor/plugins/multimesh_editor_plugin.c,editor/plugins/multimesh_editor_plugin.c,godot,editor/plugins/multimesh_editor_plugin.c,4,0,0,4,editor/plugins/multimesh_editor_plugin.c,editor/plugins/multimesh_editor_plugin.c,14,11,26,51,86651,editor/plugins/multimesh_editor_plugin.c,15,11,26,52,86619
editor/plugins/color_channel_selector.c,editor/plugins/color_channel_selector.c,godot,editor/plugins/color_channel_selector.c,3,0,0,3,editor/plugins/color_channel_selector.c,editor/plugins/color_channel_selector.c,13,2,21,36,57763,editor/plugins/color_channel_selector.c,18,2,20,40,57360
