bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
buildtest_c_hmac-bin-buildtest_hmac.c,../samples/decompilations/rerolled/test buildtest_c_hmac-bin-buildtest_hmac.c,0,0,0,0,,,,,
libdefault-lib-sm3_prov.c,../samples/decompilations/rerolled/providers implementations digests libdefault-lib-sm3_prov.c,1,0,0,1,,,,,
image.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core io image.linuxbsd.editor.x86_64.c,13,24,389,426,,,,,
render_forward_clustered.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers rendering renderer_rd forward_clustered render_forward_clustered.linuxbsd.editor.x86_64.c,23,106,274,403,,,,,
overdrawoptimizer.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty meshoptimizer overdrawoptimizer.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
uset.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common uset.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
ca_internals_test-bin-app_x509.c,../samples/decompilations/rerolled/apps lib ca_internals_test-bin-app_x509.c,0,0,0,0,,,,,
libcoreutils_a-c-strtod.c,../samples/decompilations/rerolled/lib libcoreutils_a-c-strtod.c,0,0,0,0,,,,,
marker_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins gizmos marker_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
cms-test-bin-cms.c,../samples/decompilations/rerolled/fuzz cms-test-bin-cms.c,0,0,0,0,,,,,
libcrypto-shlib-v3_no_rev_avail.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-v3_no_rev_avail.c,0,0,0,0,,,,,
libcrypto-shlib-slh_hypertree.c,../samples/decompilations/rerolled/crypto slh_dsa libcrypto-shlib-slh_hypertree.c,0,0,0,0,,,,,
world_boundary_shape_2d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene resources 2d world_boundary_shape_2d.linuxbsd.editor.x86_64.c,5,1,14,20,,,,,
animation_node_extension.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene animation animation_node_extension.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libssl-shlib-tls_common.c,../samples/decompilations/rerolled/ssl record methods libssl-shlib-tls_common.c,4,6,18,28,,,,,
uinit.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common uinit.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
hashtable-test-bin-fuzz_rand.c,../samples/decompilations/rerolled/fuzz hashtable-test-bin-fuzz_rand.c,0,0,0,0,,,,,
libcrypto-lib-v3_admis.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_admis.c,0,0,0,0,,,,,
createdfd.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libktx lib dfdutils createdfd.linuxbsd.editor.x86_64.c,1,1,11,13,,,,,
libcrypto-lib-ec_pmeth.c,../samples/decompilations/rerolled/crypto ec libcrypto-lib-ec_pmeth.c,0,0,0,0,,,,,
libcrypto-lib-v3_sda.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_sda.c,0,0,0,0,,,,,
uloc_keytype.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common uloc_keytype.linuxbsd.editor.x86_64.c,1,7,11,19,,,,,
joint_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins gizmos joint_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,20,9,12,41,,,,,
volk.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty volk volk.linuxbsd.editor.x86_64.c,2,0,0,2,,,,,
libcrypto-shlib-ts_conf.c,../samples/decompilations/rerolled/crypto ts libcrypto-shlib-ts_conf.c,0,0,0,0,,,,,
libdefault-lib-cipher_tdes.c,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_tdes.c,0,0,0,0,,,,,
libcoreutils_a-qcopy-acl.c,../samples/decompilations/rerolled/lib libcoreutils_a-qcopy-acl.c,0,0,0,0,,,,,
libcrypto-lib-property_string.c,../samples/decompilations/rerolled/crypto property libcrypto-lib-property_string.c,4,0,0,4,,,,,
libcrypto-lib-eck_prn.c,../samples/decompilations/rerolled/crypto ec libcrypto-lib-eck_prn.c,0,0,0,0,,,,,
godot_collision_solver_3d_sat.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules godot_physics_3d godot_collision_solver_3d_sat.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-srp_vfy.c,../samples/decompilations/rerolled/crypto srp libcrypto-shlib-srp_vfy.c,0,0,0,0,,,,,
uniform_set_cache_rd.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers rendering renderer_rd uniform_set_cache_rd.linuxbsd.editor.x86_64.c,7,1,18,26,,,,,
libcrypto-lib-rsa_sign.c,../samples/decompilations/rerolled/crypto rsa libcrypto-lib-rsa_sign.c,1,0,0,1,,,,,
lossless_enc_sse2.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dsp lossless_enc_sse2.linuxbsd.editor.x86_64.c,9,1,35,45,,,,,
libcrypto-lib-v3_bitst.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_bitst.c,0,0,0,0,,,,,
pathchk.c,../samples/decompilations/rerolled/src pathchk.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/pathchk.c,5,2,0,7
pk.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library pk.linuxbsd.editor.x86_64.c,9,0,0,9,,,,,
libcrypto-lib-cfb128.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-cfb128.c,0,0,0,0,,,,,
libcrypto-lib-ec_kmeth.c,../samples/decompilations/rerolled/crypto ec libcrypto-lib-ec_kmeth.c,1,0,0,1,,,,,
skin_tool.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules gltf skin_tool.linuxbsd.editor.x86_64.c,24,53,118,195,,,,,
audio_effect_reverb.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers audio effects audio_effect_reverb.linuxbsd.editor.x86_64.c,7,1,29,37,,,,,
alloc.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty embree common sys alloc.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
light_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins gizmos light_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
bvh_builder_sah_mb.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty embree kernels bvh bvh_builder_sah_mb.linuxbsd.editor.x86_64.c,28,43,108,179,,,,,
ca_internals_test-bin-engine.c,../samples/decompilations/rerolled/apps lib ca_internals_test-bin-engine.c,0,0,0,0,,,,,
backward_references_enc.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src enc backward_references_enc.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
pcre2_extuni_32.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty pcre2 src pcre2_extuni_32.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-cryptlib.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-cryptlib.c,0,0,0,0,,,,,
hb-ot-shaper-indic-table.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ot-shaper-indic-table.linuxbsd.editor.x86_64.c,1,0,0,1,,,,,
libcrypto-lib-eng_fat.c,../samples/decompilations/rerolled/crypto engine libcrypto-lib-eng_fat.c,0,0,0,0,,,,,
jpgd.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jpeg-compressor jpgd.linuxbsd.editor.x86_64.c,15,18,86,119,,,,,
chown-core.c,../samples/decompilations/rerolled/src chown-core.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/chown-core.c,0,1,0,1
http_client_tcp.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core io http_client_tcp.linuxbsd.editor.x86_64.c,5,3,26,34,,,,,
libdefault-lib-dsa_kmgmt.c,../samples/decompilations/rerolled/providers implementations keymgmt libdefault-lib-dsa_kmgmt.c,0,0,0,0,,,,,
astcenc_color_unquantize.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty astcenc astcenc_color_unquantize.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
dasync-dso-e_dasync.c,../samples/decompilations/rerolled/engines dasync-dso-e_dasync.c,19,1,0,20,,,,,
scaledshape.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Physics Collision Shape ScaledShape.linuxbsd.editor.x86_64.c,0,0,3,3,,,,,
libcrypto-shlib-ofb64ede.c,../samples/decompilations/rerolled/crypto des libcrypto-shlib-ofb64ede.c,2,0,1,3,,,,,
quic-lcidm-test-bin-test-corpus.c,../samples/decompilations/rerolled/fuzz quic-lcidm-test-bin-test-corpus.c,0,0,0,0,,,,,
liblegacy-lib-cipher_rc2.c,../samples/decompilations/rerolled/providers implementations ciphers liblegacy-lib-cipher_rc2.c,0,0,0,0,,,,,
libcrypto-shlib-x509spki.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-x509spki.c,0,0,0,0,,,,,
charstr.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common charstr.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-c_alld.c,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-c_alld.c,0,0,0,0,,,,,
picture_enc.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src enc picture_enc.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
gdscript_function.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules gdscript gdscript_function.linuxbsd.editor.x86_64.c,12,12,60,84,,,,,
libcoreutils_a-memset_explicit.c,../samples/decompilations/rerolled/lib libcoreutils_a-memset_explicit.c,0,0,0,0,,,,,
libcrypto-shlib-aria.c,../samples/decompilations/rerolled/crypto aria libcrypto-shlib-aria.c,0,0,0,0,,,,,
libcrypto-shlib-eng_fat.c,../samples/decompilations/rerolled/crypto engine libcrypto-shlib-eng_fat.c,0,0,0,0,,,,,
libcrypto-lib-rsa_gen.c,../samples/decompilations/rerolled/crypto rsa libcrypto-lib-rsa_gen.c,7,2,2,11,,,,,
libcrypto-lib-x_ietfatt.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-x_ietfatt.c,0,0,0,0,,,,,
gr_face.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty graphite src gr_face.linuxbsd.editor.x86_64.c,1,0,2,3,,,,,
libcrypto-lib-cts128.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-cts128.c,0,0,0,0,,,,,
sprite_frames.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene resources sprite_frames.linuxbsd.editor.x86_64.c,13,39,108,160,,,,,
libcoreutils_a-posix_memalign.c,../samples/decompilations/rerolled/lib libcoreutils_a-posix_memalign.c,0,0,0,0,,,,,
libcrypto-lib-skeymgmt_meth.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-skeymgmt_meth.c,6,1,0,7,,,,,
set-fields.c,../samples/decompilations/rerolled/src set-fields.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/set-fields.c,3,1,0,4
libcoreutils_a-allocator.c,../samples/decompilations/rerolled/lib libcoreutils_a-allocator.c,0,0,0,0,,,,,
sharpyuv.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp sharpyuv sharpyuv.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-dh_kdf.c,../samples/decompilations/rerolled/crypto dh libcrypto-lib-dh_kdf.c,0,0,0,0,,,,,
trianglesplitterbinning.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterBinning.linuxbsd.editor.x86_64.c,8,0,10,18,,,,,
libcoreutils_a-xstrtol.c,../samples/decompilations/rerolled/lib libcoreutils_a-xstrtol.c,0,0,0,0,,,,,
touch.c,../samples/decompilations/rerolled/src touch.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/touch.c,1,1,0,2
quicapitest-bin-quictestlib.c,../samples/decompilations/rerolled/test helpers quicapitest-bin-quictestlib.c,2,1,11,14,,,,,
file_access_compressed.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core io file_access_compressed.linuxbsd.editor.x86_64.c,5,2,7,14,,,,,
x509write_csr.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library x509write_csr.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-param_build_set.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-param_build_set.c,0,0,0,0,,,,,
freedesktop_screensaver.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/platform linuxbsd freedesktop_screensaver.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
variant.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core variant variant.linuxbsd.editor.x86_64.c,2,40,115,157,,,,,
libssl-shlib-dtls_meth.c,../samples/decompilations/rerolled/ssl record methods libssl-shlib-dtls_meth.c,4,2,1,7,,,,,
webrtc_data_channel.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules webrtc webrtc_data_channel.linuxbsd.editor.x86_64.c,4,0,21,25,,,,,
loader_logger.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty openxr src loader loader_logger.linuxbsd.editor.x86_64.c,10,16,17,43,,,,,
libdefault-lib-sm2_enc.c,../samples/decompilations/rerolled/providers implementations asymciphers libdefault-lib-sm2_enc.c,0,0,0,0,,,,,
primrefgen.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty embree kernels builders primrefgen.linuxbsd.editor.x86_64.c,0,9,38,47,,,,,
x509_csr.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library x509_csr.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-dh_pmeth.c,../samples/decompilations/rerolled/crypto dh libcrypto-shlib-dh_pmeth.c,0,0,0,0,,,,,
libcrypto-lib-bn_div.c,../samples/decompilations/rerolled/crypto bn libcrypto-lib-bn_div.c,0,0,0,0,,,,,
libcrypto-lib-rsaz-4k-avx512.c,../samples/decompilations/rerolled/crypto bn libcrypto-lib-rsaz-4k-avx512.c,6,0,2,8,,,,,
nav_agent.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules navigation nav_agent.linuxbsd.editor.x86_64.c,2,0,0,2,,,,,
libcrypto-lib-ofb128.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-ofb128.c,0,0,0,0,,,,,
propsvec.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common propsvec.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-rsa_pmeth.c,../samples/decompilations/rerolled/crypto rsa libcrypto-shlib-rsa_pmeth.c,0,0,0,0,,,,,
entropy_poll.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library entropy_poll.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-cmll_misc.c,../samples/decompilations/rerolled/crypto camellia libcrypto-lib-cmll_misc.c,0,0,0,0,,,,,
vehicleantirollbar.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Physics Vehicle VehicleAntiRollBar.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
vcacheoptimizer.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty meshoptimizer vcacheoptimizer.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
orientedbox.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Geometry OrientedBox.linuxbsd.editor.x86_64.c,1,0,5,6,,,,,
umath.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common umath.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
ftcache.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty freetype src cache ftcache.linuxbsd.editor.x86_64.c,1,15,26,42,,,,,
scene_rpc_interface.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules multiplayer scene_rpc_interface.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
kill.c,../samples/decompilations/rerolled/src kill.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/kill.c,6,1,1,7
libcrypto-shlib-pcy_node.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-pcy_node.c,0,0,0,0,,,,,
create_dialog.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor create_dialog.linuxbsd.editor.x86_64.c,20,51,117,188,,,,,
libtestutil-lib-output.c,../samples/decompilations/rerolled/test testutil libtestutil-lib-output.c,0,0,0,0,,,,,
libcrypto-shlib-kdf_err.c,../samples/decompilations/rerolled/crypto kdf libcrypto-shlib-kdf_err.c,0,0,0,0,,,,,
jolt_world_boundary_shape_3d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules jolt_physics shapes jolt_world_boundary_shape_3d.linuxbsd.editor.x86_64.c,1,0,3,4,,,,,
alpha_dec.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dec alpha_dec.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
hb-ucd.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ucd.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-a_digest.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-a_digest.c,0,0,0,0,,,,,
filteredbrk.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common filteredbrk.linuxbsd.editor.x86_64.c,17,3,10,30,,,,,
libcrypto-shlib-passphrase.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-passphrase.c,0,0,0,0,,,,,
umutex.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common umutex.linuxbsd.editor.x86_64.c,1,2,1,4,,,,,
speechd-so_wrap.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/platform linuxbsd speechd-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
acert-test-bin-test-corpus.c,../samples/decompilations/rerolled/fuzz acert-test-bin-test-corpus.c,0,0,0,0,,,,,
libcrypto-lib-bss_null.c,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_null.c,0,0,0,0,,,,,
ioapi.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty minizip ioapi.linuxbsd.editor.x86_64.c,5,0,0,5,,,,,
keymgmt_internal_test-bin-keymgmt_internal_test.c,../samples/decompilations/rerolled/test keymgmt_internal_test-bin-keymgmt_internal_test.c,0,0,0,0,,,,,
libcrypto-lib-n_pkey.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-n_pkey.c,0,0,0,0,,,,,
cmp-test-bin-cmp.c,../samples/decompilations/rerolled/fuzz cmp-test-bin-cmp.c,0,0,0,0,,,,,
rbbistbl.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common rbbistbl.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
filesystem_dock.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor filesystem_dock.linuxbsd.editor.x86_64.c,44,99,269,412,,,,,
tvgswrenderer.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty thorvg src renderer sw_engine tvgSwRenderer.linuxbsd.editor.x86_64.c,2,2,15,19,,,,,
astcenc_quantization.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty astcenc astcenc_quantization.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-cmp_genm.c,../samples/decompilations/rerolled/crypto cmp libcrypto-shlib-cmp_genm.c,5,0,3,8,,,,,
libcrypto-shlib-rsaz-2k-avxifma.c,../samples/decompilations/rerolled/crypto bn libcrypto-shlib-rsaz-2k-avxifma.c,0,0,0,0,,,,,
factor.c,../samples/decompilations/rerolled/src factor.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/factor.c,45,13,9,58
libcrypto-shlib-prov_running.c,../samples/decompilations/rerolled/providers libcrypto-shlib-prov_running.c,0,0,0,0,,,,,
libcrypto-lib-bio_asn1.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-bio_asn1.c,0,0,0,0,,,,,
libcrypto-shlib-hmac.c,../samples/decompilations/rerolled/crypto hmac libcrypto-shlib-hmac.c,0,0,0,0,,,,,
sync.c,../samples/decompilations/rerolled/src sync.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/sync.c,1,1,0,2
quic_record_test-bin-quic_record_test.c,../samples/decompilations/rerolled/test quic_record_test-bin-quic_record_test.c,0,0,0,0,,,,,
libcrypto-lib-e_old.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-e_old.c,0,0,0,0,,,,,
libcoreutils_a-inttostr.c,../samples/decompilations/rerolled/lib libcoreutils_a-inttostr.c,0,0,0,0,,,,,
libcrypto-lib-cbc128.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-cbc128.c,2,0,3,5,,,,,
libssl-shlib-quic_channel.c,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_channel.c,16,4,10,30,,,,,
libcrypto-shlib-skeymgmt_meth.c,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-skeymgmt_meth.c,6,1,0,7,,,,,
libcoreutils_a-xgetcwd.c,../samples/decompilations/rerolled/lib libcoreutils_a-xgetcwd.c,0,0,0,0,,,,,
godot_collision_object_2d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules godot_physics_2d godot_collision_object_2d.linuxbsd.editor.x86_64.c,2,4,6,12,,,,,
sort_effects.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers rendering renderer_rd effects sort_effects.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
inffast.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty zlib inffast.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
image_loader_tga.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules tga image_loader_tga.linuxbsd.editor.x86_64.c,8,5,14,27,,,,,
libcrypto-lib-slh_wots.c,../samples/decompilations/rerolled/crypto slh_dsa libcrypto-lib-slh_wots.c,4,0,9,13,,,,,
libcrypto-lib-signature.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-signature.c,10,1,2,13,,,,,
openxr_vulkan_extension.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules openxr extensions platform openxr_vulkan_extension.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
pairwise_fail_test-bin-pairwise_fail_test.c,../samples/decompilations/rerolled/test pairwise_fail_test-bin-pairwise_fail_test.c,0,0,0,0,,,,,
asn1_time_test-bin-a_time.c,../samples/decompilations/rerolled/crypto asn1 asn1_time_test-bin-a_time.c,0,0,0,0,,,,,
libcoreutils_a-dup-safer-flag.c,../samples/decompilations/rerolled/lib libcoreutils_a-dup-safer-flag.c,0,0,0,0,,,,,
libssl-shlib-ssl_conf.c,../samples/decompilations/rerolled/ssl libssl-shlib-ssl_conf.c,1,1,8,10,,,,,
character_body_3d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene 3d physics character_body_3d.linuxbsd.editor.x86_64.c,17,8,32,57,,,,,
undo_redo.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core object undo_redo.linuxbsd.editor.x86_64.c,6,9,41,56,,,,,
openxr_action_map.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules openxr action_map openxr_action_map.linuxbsd.editor.x86_64.c,5,3,31,39,,,,,
ftpatent.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty freetype src base ftpatent.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
