bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,Repo,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
lib/mbtowc-lock.c,lib/mbtowc-lock.c,coreutils,lib/mbtowc-lock.c,0,1,0,1,,,,,
lib/gettime-res.c,lib/gettime-res.c,coreutils,lib/gettime-res.c,2,1,0,3,,,,,
lib/write-any-file.c,lib/write-any-file.c,coreutils,lib/write-any-file.c,0,0,0,0,,,,,
lib/fd-safer.c,lib/fd-safer.c,coreutils,lib/fd-safer.c,0,0,0,0,,,,,
lib/printf-args.c,lib/printf-args.c,coreutils,lib/printf-args.c,1,0,0,1,,,,,
lib/fcntl.c,lib/fcntl.c,coreutils,lib/fcntl.c,2,1,0,3,,,,,
lib/iconv_open.c,lib/iconv_open.c,coreutils,lib/iconv_open.c,0,2,0,2,,,,,
lib/getopt1.c,lib/getopt1.c,coreutils,lib/getopt1.c,0,2,0,2,,,,,
lib/fchmodat.c,lib/fchmodat.c,coreutils,lib/fchmodat.c,0,0,0,0,,,,,
lib/modechange.c,lib/modechange.c,coreutils,lib/modechange.c,5,0,3,5,,,,,
lib/version-etc.c,lib/version-etc.c,coreutils,lib/version-etc.c,2,0,0,2,,,,,
lib/stdlib.c,lib/stdlib.c,coreutils,lib/stdlib.c,0,0,0,0,,,,,
lib/fseterr.c,lib/fseterr.c,coreutils,lib/fseterr.c,0,0,0,0,,,,,
lib/windows-mutex.c,lib/windows-mutex.c,coreutils,lib/windows-mutex.c,0,1,0,1,,,,,
lib/isnand.c,lib/isnand.c,coreutils,lib/isnand.c,0,0,0,0,,,,,
lib/acl-internal.c,lib/acl-internal.c,coreutils,lib/acl-internal.c,11,0,0,11,,,,,
lib/hard-locale.c,lib/hard-locale.c,coreutils,lib/hard-locale.c,0,0,0,0,,,,,
lib/i-ring.c,lib/i-ring.c,coreutils,lib/i-ring.c,1,0,0,1,,,,,
lib/iswdigit.c,lib/iswdigit.c,coreutils,lib/iswdigit.c,0,0,0,0,,,,,
lib/idcache.c,lib/idcache.c,coreutils,lib/idcache.c,6,0,0,6,,,,,
lib/progname.c,lib/progname.c,coreutils,lib/progname.c,0,0,0,0,,,,,
lib/rawmemchr.c,lib/rawmemchr.c,coreutils,lib/rawmemchr.c,1,2,0,3,,,,,
lib/uinttostr.c,lib/uinttostr.c,coreutils,lib/uinttostr.c,0,0,0,0,,,,,
lib/getrandom.c,lib/getrandom.c,coreutils,lib/getrandom.c,0,0,0,0,,,,,
lib/dtimespec-bound.c,lib/dtimespec-bound.c,coreutils,lib/dtimespec-bound.c,0,0,0,0,,,,,
lib/freadptr.c,lib/freadptr.c,coreutils,lib/freadptr.c,0,0,0,0,,,,,
lib/c32isupper.c,lib/c32isupper.c,coreutils,lib/c32isupper.c,0,0,0,0,,,,,
lib/posixtm.c,lib/posixtm.c,coreutils,lib/posixtm.c,2,1,0,3,,,,,
lib/xstrtod.c,lib/xstrtod.c,coreutils,lib/xstrtod.c,0,0,0,0,,,,,
lib/uniwidth/width.c,lib/uniwidth/width.c,coreutils,lib/uniwidth/width.c,0,0,0,0,,,,,
lib/dtoastr.c,lib/dtoastr.c,coreutils,lib/dtoastr.c,0,0,0,0,,,,,
lib/mbrlen.c,lib/mbrlen.c,coreutils,lib/mbrlen.c,0,0,0,0,,,,,
lib/qcopy-acl.c,lib/qcopy-acl.c,coreutils,lib/qcopy-acl.c,0,0,0,0,,,,,
lib/crc-generate-table.c,lib/crc-generate-table.c,coreutils,lib/crc-generate-table.c,4,0,0,4,,,,,
lib/c32isprint.c,lib/c32isprint.c,coreutils,lib/c32isprint.c,0,0,0,0,,,,,
lib/imaxtostr.c,lib/imaxtostr.c,coreutils,lib/imaxtostr.c,0,0,0,0,,,,,
lib/ialloc.c,lib/ialloc.c,coreutils,lib/ialloc.c,0,0,0,0,,,,,
lib/stdio-write.c,lib/stdio-write.c,coreutils,lib/stdio-write.c,0,0,0,0,,,,,
lib/xasprintf.c,lib/xasprintf.c,coreutils,lib/xasprintf.c,0,0,0,0,,,,,
lib/xstrtol.c,lib/xstrtol.c,coreutils,lib/xstrtol.c,0,2,0,2,,,,,
lib/filevercmp.c,lib/filevercmp.c,coreutils,lib/filevercmp.c,2,6,0,8,,,,,
lib/mgetgroups.c,lib/mgetgroups.c,coreutils,lib/mgetgroups.c,1,1,0,2,,,,,
lib/xalignalloc.c,lib/xalignalloc.c,coreutils,lib/xalignalloc.c,0,0,0,0,,,,,
lib/cloexec.c,lib/cloexec.c,coreutils,lib/cloexec.c,0,0,0,0,,,,,
lib/mkancesdirs.c,lib/mkancesdirs.c,coreutils,lib/mkancesdirs.c,0,1,0,1,,,,,
lib/linebuffer.c,lib/linebuffer.c,coreutils,lib/linebuffer.c,0,0,1,0,,,,,
lib/readtokens0.c,lib/readtokens0.c,coreutils,lib/readtokens0.c,0,1,0,1,,,,,
lib/time.c,lib/time.c,coreutils,lib/time.c,0,0,0,0,,,,,
lib/raise.c,lib/raise.c,coreutils,lib/raise.c,0,0,0,0,,,,,
lib/mpsort.c,lib/mpsort.c,coreutils,lib/mpsort.c,2,0,0,2,,,,,
lib/af_alg.c,lib/af_alg.c,coreutils,lib/af_alg.c,3,0,0,3,,,,,
lib/targetdir.c,lib/targetdir.c,coreutils,lib/targetdir.c,0,2,0,2,,,,,
lib/inet_pton.c,lib/inet_pton.c,coreutils,lib/inet_pton.c,1,2,0,3,,,,,
lib/freadseek.c,lib/freadseek.c,coreutils,lib/freadseek.c,0,1,1,1,,,,,
lib/sha256-stream.c,lib/sha256-stream.c,coreutils,lib/sha256-stream.c,0,2,0,2,,,,,
lib/dup2.c,lib/dup2.c,coreutils,lib/dup2.c,0,0,0,0,,,,,
lib/strtoimax.c,lib/strtoimax.c,coreutils,lib/strtoimax.c,0,0,0,0,,,,,
lib/pipe-safer.c,lib/pipe-safer.c,coreutils,lib/pipe-safer.c,1,0,0,1,,,,,
lib/same.c,lib/same.c,coreutils,lib/same.c,0,0,0,0,,,,,
lib/stdc_leading_zeros.c,lib/stdc_leading_zeros.c,coreutils,lib/stdc_leading_zeros.c,0,0,0,0,,,,,
lib/pthread-mutex.c,lib/pthread-mutex.c,coreutils,lib/pthread-mutex.c,0,0,0,0,,,,,
lib/bitrotate.c,lib/bitrotate.c,coreutils,lib/bitrotate.c,0,0,0,0,,,,,
lib/mbscasecmp.c,lib/mbscasecmp.c,coreutils,lib/mbscasecmp.c,1,2,0,3,,,,,
lib/openat-proc.c,lib/openat-proc.c,coreutils,lib/openat-proc.c,0,0,0,0,,,,,
lib/free.c,lib/free.c,coreutils,lib/free.c,0,0,0,0,,,,,
lib/mempcpy.c,lib/mempcpy.c,coreutils,lib/mempcpy.c,0,0,0,0,,,,,
lib/strftime.c,lib/strftime.c,coreutils,lib/strftime.c,9,6,4,15,,,,,
lib/xgethostname.c,lib/xgethostname.c,coreutils,lib/xgethostname.c,0,0,0,0,,,,,
lib/strnlen1.c,lib/strnlen1.c,coreutils,lib/strnlen1.c,0,0,0,0,,,,,
lib/mkfifo.c,lib/mkfifo.c,coreutils,lib/mkfifo.c,0,0,0,0,,,,,
lib/hash-triple-simple.c,lib/hash-triple-simple.c,coreutils,lib/hash-triple-simple.c,0,0,0,0,,,,,
lib/read.c,lib/read.c,coreutils,lib/read.c,0,0,0,0,,,,,
lib/mini-gmp.c,lib/mini-gmp.c,coreutils,lib/mini-gmp.c,35,28,20,63,,,,,
lib/vasprintf.c,lib/vasprintf.c,coreutils,lib/vasprintf.c,0,0,0,0,,,,,
lib/c-strtod.c,lib/c-strtod.c,coreutils,lib/c-strtod.c,0,5,0,5,,,,,
lib/rmdir.c,lib/rmdir.c,coreutils,lib/rmdir.c,0,1,0,1,,,,,
lib/c32ispunct.c,lib/c32ispunct.c,coreutils,lib/c32ispunct.c,0,0,0,0,,,,,
lib/propername-lite.c,lib/propername-lite.c,coreutils,lib/propername-lite.c,0,0,0,0,,,,,
lib/getlocalename_l-unsafe.c,lib/getlocalename_l-unsafe.c,coreutils,lib/getlocalename_l-unsafe.c,12,0,0,12,,,,,
lib/unlink.c,lib/unlink.c,coreutils,lib/unlink.c,0,1,0,1,,,,,
lib/close.c,lib/close.c,coreutils,lib/close.c,0,0,0,0,,,,,
lib/ino-map.c,lib/ino-map.c,coreutils,lib/ino-map.c,1,0,0,1,,,,,
lib/mbsrtowcs-state.c,lib/mbsrtowcs-state.c,coreutils,lib/mbsrtowcs-state.c,0,0,0,0,,,,,
lib/getcwd.c,lib/getcwd.c,coreutils,lib/getcwd.c,1,1,1,2,,,,,
lib/unicase/tolower.c,lib/unicase/tolower.c,coreutils,lib/unicase/tolower.c,0,0,0,0,,,,,
lib/crc-x86_64-pclmul.c,lib/crc-x86_64-pclmul.c,coreutils,lib/crc-x86_64-pclmul.c,0,2,0,2,,,,,
lib/nproc.c,lib/nproc.c,coreutils,lib/nproc.c,7,2,0,9,,,,,
lib/symlinkat.c,lib/symlinkat.c,coreutils,lib/symlinkat.c,0,0,0,0,,,,,
lib/sig2str.c,lib/sig2str.c,coreutils,lib/sig2str.c,2,0,0,2,,,,,
lib/randint.c,lib/randint.c,coreutils,lib/randint.c,1,1,2,2,,,,,
lib/btowc.c,lib/btowc.c,coreutils,lib/btowc.c,0,0,0,0,,,,,
lib/wcwidth.c,lib/wcwidth.c,coreutils,lib/wcwidth.c,0,0,0,0,,,,,
lib/safe-read.c,lib/safe-read.c,coreutils,lib/safe-read.c,1,0,0,1,,,,,
lib/signbitf.c,lib/signbitf.c,coreutils,lib/signbitf.c,0,0,0,0,,,,,
lib/areadlinkat.c,lib/areadlinkat.c,coreutils,lib/areadlinkat.c,0,0,0,0,,,,,
lib/mbsinit.c,lib/mbsinit.c,coreutils,lib/mbsinit.c,0,0,0,0,,,,,
lib/glthread/threadlib.c,lib/glthread/threadlib.c,coreutils,lib/glthread/threadlib.c,0,0,0,0,,,,,
lib/glthread/tls.c,lib/glthread/tls.c,coreutils,lib/glthread/tls.c,0,0,0,0,,,,,
lib/glthread/lock.c,lib/glthread/lock.c,coreutils,lib/glthread/lock.c,0,4,0,4,,,,,
lib/glthread/once.c,lib/glthread/once.c,coreutils,lib/glthread/once.c,0,0,0,0,,,,,
lib/windows-thread.c,lib/windows-thread.c,coreutils,lib/windows-thread.c,1,0,0,1,,,,,
lib/windows-rwlock.c,lib/windows-rwlock.c,coreutils,lib/windows-rwlock.c,3,4,2,7,,,,,
lib/pipe.c,lib/pipe.c,coreutils,lib/pipe.c,0,0,0,0,,,,,
lib/full-write.c,lib/full-write.c,coreutils,lib/full-write.c,0,1,0,1,,,,,
lib/readlink.c,lib/readlink.c,coreutils,lib/readlink.c,0,0,0,0,,,,,
lib/readutmp.c,lib/readutmp.c,coreutils,lib/readutmp.c,8,1,0,9,,,,,
lib/msvc-inval.c,lib/msvc-inval.c,coreutils,lib/msvc-inval.c,0,0,0,0,,,,,
lib/mkostemp.c,lib/mkostemp.c,coreutils,lib/mkostemp.c,0,0,0,0,,,,,
lib/rename.c,lib/rename.c,coreutils,lib/rename.c,0,0,0,0,,,,,
lib/binary-io.c,lib/binary-io.c,coreutils,lib/binary-io.c,0,0,0,0,,,,,
lib/acl-errno-valid.c,lib/acl-errno-valid.c,coreutils,lib/acl-errno-valid.c,0,0,0,0,,,,,
lib/filenamecat.c,lib/filenamecat.c,coreutils,lib/filenamecat.c,0,0,0,0,,,,,
lib/fd-reopen.c,lib/fd-reopen.c,coreutils,lib/fd-reopen.c,0,0,0,0,,,,,
lib/canon-host.c,lib/canon-host.c,coreutils,lib/canon-host.c,0,0,0,0,,,,,
lib/quotearg.c,lib/quotearg.c,coreutils,lib/quotearg.c,7,1,0,8,,,,,
lib/crc.c,lib/crc.c,coreutils,lib/crc.c,3,0,0,3,,,,,
lib/access.c,lib/access.c,coreutils,lib/access.c,0,0,0,0,,,,,
lib/chdir-long.c,lib/chdir-long.c,coreutils,lib/chdir-long.c,0,1,0,1,,,,,
lib/copy-acl.c,lib/copy-acl.c,coreutils,lib/copy-acl.c,0,0,0,0,,,,,
lib/getopt.c,lib/getopt.c,coreutils,lib/getopt.c,6,4,0,10,,,,,
lib/c-strtold.c,lib/c-strtold.c,coreutils,lib/c-strtold.c,0,0,0,0,,,,,
lib/utimecmp.c,lib/utimecmp.c,coreutils,lib/utimecmp.c,2,0,0,2,,,,,
lib/base32.c,lib/base32.c,coreutils,lib/base32.c,0,4,0,4,,,,,
lib/futimens.c,lib/futimens.c,coreutils,lib/futimens.c,0,0,0,0,,,,,
lib/fts-cycle.c,lib/fts-cycle.c,coreutils,lib/fts-cycle.c,0,0,0,0,,,,,
lib/chmod.c,lib/chmod.c,coreutils,lib/chmod.c,0,0,0,0,,,,,
lib/xgetgroups.c,lib/xgetgroups.c,coreutils,lib/xgetgroups.c,0,0,0,0,,,,,
lib/unicodeio.c,lib/unicodeio.c,coreutils,lib/unicodeio.c,0,0,0,0,,,,,
lib/wctype-h.c,lib/wctype-h.c,coreutils,lib/wctype-h.c,0,0,0,0,,,,,
lib/windows-cond.c,lib/windows-cond.c,coreutils,lib/windows-cond.c,1,2,0,3,,,,,
lib/strtoull.c,lib/strtoull.c,coreutils,lib/strtoull.c,0,0,0,0,,,,,
lib/timegm.c,lib/timegm.c,coreutils,lib/timegm.c,0,0,0,0,,,,,
lib/vsnzprintf.c,lib/vsnzprintf.c,coreutils,lib/vsnzprintf.c,0,0,0,0,,,,,
lib/stdio-read.c,lib/stdio-read.c,coreutils,lib/stdio-read.c,0,0,0,0,,,,,
lib/link.c,lib/link.c,coreutils,lib/link.c,0,1,0,1,,,,,
lib/filemode.c,lib/filemode.c,coreutils,lib/filemode.c,0,0,0,0,,,,,
lib/stat.c,lib/stat.c,coreutils,lib/stat.c,1,4,0,5,,,,,
lib/open-safer.c,lib/open-safer.c,coreutils,lib/open-safer.c,0,0,0,0,,,,,
lib/mktime.c,lib/mktime.c,coreutils,lib/mktime.c,2,2,0,4,,,,,
lib/dirchownmod.c,lib/dirchownmod.c,coreutils,lib/dirchownmod.c,0,0,0,0,,,,,
lib/yesno.c,lib/yesno.c,coreutils,lib/yesno.c,0,1,0,1,,,,,
lib/asnprintf.c,lib/asnprintf.c,coreutils,lib/asnprintf.c,0,0,0,0,,,,,
lib/fstatat.c,lib/fstatat.c,coreutils,lib/fstatat.c,0,0,0,0,,,,,
lib/strerror-override.c,lib/strerror-override.c,coreutils,lib/strerror-override.c,0,0,0,0,,,,,
lib/frexp.c,lib/frexp.c,coreutils,lib/frexp.c,2,2,0,4,,,,,
lib/select.c,lib/select.c,coreutils,lib/select.c,9,1,0,10,,,,,
lib/vaszprintf.c,lib/vaszprintf.c,coreutils,lib/vaszprintf.c,0,0,0,0,,,,,
lib/unistd.c,lib/unistd.c,coreutils,lib/unistd.c,0,0,0,0,,,,,
lib/gettimeofday.c,lib/gettimeofday.c,coreutils,lib/gettimeofday.c,0,0,0,0,,,,,
lib/alloca.c,lib/alloca.c,coreutils,lib/alloca.c,1,0,0,1,,,,,
lib/closeout.c,lib/closeout.c,coreutils,lib/closeout.c,0,0,0,0,,,,,
lib/qset-acl.c,lib/qset-acl.c,coreutils,lib/qset-acl.c,0,0,0,0,,,,,
lib/mountlist.c,lib/mountlist.c,coreutils,lib/mountlist.c,9,11,1,20,,,,,
lib/alignalloc.c,lib/alignalloc.c,coreutils,lib/alignalloc.c,0,0,0,0,,,,,
lib/stdbit.c,lib/stdbit.c,coreutils,lib/stdbit.c,0,0,0,0,,,,,
lib/areadlink.c,lib/areadlink.c,coreutils,lib/areadlink.c,0,0,0,0,,,,,
lib/userspec.c,lib/userspec.c,coreutils,lib/userspec.c,1,0,1,1,,,,,
lib/posixver.c,lib/posixver.c,coreutils,lib/posixver.c,0,0,0,0,,,,,
lib/windows-tls.c,lib/windows-tls.c,coreutils,lib/windows-tls.c,7,1,0,8,,,,,
lib/full-read.c,lib/full-read.c,coreutils,lib/full-read.c,0,0,0,0,,,,,
lib/lc-charset-dispatch.c,lib/lc-charset-dispatch.c,coreutils,lib/lc-charset-dispatch.c,0,0,0,0,,,,,
lib/ftoastr.c,lib/ftoastr.c,coreutils,lib/ftoastr.c,1,0,0,1,,,,,
lib/stripslash.c,lib/stripslash.c,coreutils,lib/stripslash.c,0,0,0,0,,,,,
lib/c-file-type.c,lib/c-file-type.c,coreutils,lib/c-file-type.c,0,0,0,0,,,,,
lib/vasnprintf.c,lib/vasnprintf.c,coreutils,lib/vasnprintf.c,91,58,18,149,,,,,
lib/file-has-acl.c,lib/file-has-acl.c,coreutils,lib/file-has-acl.c,6,1,0,7,,,,,
lib/getndelim2.c,lib/getndelim2.c,coreutils,lib/getndelim2.c,0,0,1,0,,,,,
lib/inet_ntop.c,lib/inet_ntop.c,coreutils,lib/inet_ntop.c,3,0,0,3,,,,,
lib/sm3.c,lib/sm3.c,coreutils,lib/sm3.c,2,2,0,4,,,,,
lib/mknodat.c,lib/mknodat.c,coreutils,lib/mknodat.c,0,0,0,0,,,,,
lib/explicit_bzero.c,lib/explicit_bzero.c,coreutils,lib/explicit_bzero.c,0,0,0,0,,,,,
lib/mkdir-p.c,lib/mkdir-p.c,coreutils,lib/mkdir-p.c,0,0,0,0,,,,,
lib/euidaccess.c,lib/euidaccess.c,coreutils,lib/euidaccess.c,0,0,0,0,,,,,
lib/c32_apply_type_test.c,lib/c32_apply_type_test.c,coreutils,lib/c32_apply_type_test.c,0,0,0,0,,,,,
lib/snprintf.c,lib/snprintf.c,coreutils,lib/snprintf.c,0,0,0,0,,,,,
lib/set-acl.c,lib/set-acl.c,coreutils,lib/set-acl.c,0,0,0,0,,,,,
lib/canonicalize.c,lib/canonicalize.c,coreutils,lib/canonicalize.c,5,6,1,11,,,,,
lib/filenamecat-lgpl.c,lib/filenamecat-lgpl.c,coreutils,lib/filenamecat-lgpl.c,0,0,0,0,,,,,
lib/sha256.c,lib/sha256.c,coreutils,lib/sha256.c,3,2,0,5,,,,,
lib/getpagesize.c,lib/getpagesize.c,coreutils,lib/getpagesize.c,0,0,0,0,,,,,
lib/freading.c,lib/freading.c,coreutils,lib/freading.c,0,0,0,0,,,,,
lib/close-stream.c,lib/close-stream.c,coreutils,lib/close-stream.c,0,0,0,0,,,,,
lib/strstr.c,lib/strstr.c,coreutils,lib/strstr.c,0,1,0,1,,,,,
lib/c32isblank.c,lib/c32isblank.c,coreutils,lib/c32isblank.c,0,0,0,0,,,,,
lib/file-type.c,lib/file-type.c,coreutils,lib/file-type.c,0,0,0,0,,,,,
lib/msvc-nothrow.c,lib/msvc-nothrow.c,coreutils,lib/msvc-nothrow.c,0,0,0,0,,,,,
lib/iconv.c,lib/iconv.c,coreutils,lib/iconv.c,0,2,0,2,,,,,
lib/nstrftime.c,lib/nstrftime.c,coreutils,lib/nstrftime.c,0,0,0,0,,,,,
lib/getaddrinfo.c,lib/getaddrinfo.c,coreutils,lib/getaddrinfo.c,0,1,0,1,,,,,
lib/unlinkat.c,lib/unlinkat.c,coreutils,lib/unlinkat.c,0,1,0,1,,,,,
lib/c32iscntrl.c,lib/c32iscntrl.c,coreutils,lib/c32iscntrl.c,0,0,0,0,,,,,
lib/qsort_r.c,lib/qsort_r.c,coreutils,lib/qsort_r.c,0,0,0,0,,,,,
lib/c-ctype.c,lib/c-ctype.c,coreutils,lib/c-ctype.c,0,0,0,0,,,,,
lib/wcrtomb.c,lib/wcrtomb.c,coreutils,lib/wcrtomb.c,0,0,0,0,,,,,
lib/fd-safer-flag.c,lib/fd-safer-flag.c,coreutils,lib/fd-safer-flag.c,0,0,0,0,,,,,
lib/fseek.c,lib/fseek.c,coreutils,lib/fseek.c,0,0,0,0,,,,,
lib/sha1.c,lib/sha1.c,coreutils,lib/sha1.c,1,2,0,3,,,,,
lib/fd-hook.c,lib/fd-hook.c,coreutils,lib/fd-hook.c,0,0,0,0,,,,,
lib/math.c,lib/math.c,coreutils,lib/math.c,0,0,0,0,,,,,
lib/lstat.c,lib/lstat.c,coreutils,lib/lstat.c,0,0,0,0,,,,,
lib/save-cwd.c,lib/save-cwd.c,coreutils,lib/save-cwd.c,0,0,0,0,,,,,
lib/lchmod.c,lib/lchmod.c,coreutils,lib/lchmod.c,0,0,0,0,,,,,
lib/fts.c,lib/fts.c,coreutils,lib/fts.c,12,6,0,18,,,,,
lib/xsize.c,lib/xsize.c,coreutils,lib/xsize.c,0,0,0,0,,,,,
lib/wmemchr.c,lib/wmemchr.c,coreutils,lib/wmemchr.c,0,0,0,0,,,,,
lib/cl-strtold.c,lib/cl-strtold.c,coreutils,lib/cl-strtold.c,0,0,0,0,,,,,
lib/fseeko.c,lib/fseeko.c,coreutils,lib/fseeko.c,0,0,0,0,,,,,
lib/long-options.c,lib/long-options.c,coreutils,lib/long-options.c,0,0,0,0,,,,,
lib/nl_langinfo.c,lib/nl_langinfo.c,coreutils,lib/nl_langinfo.c,0,0,0,0,,,,,
lib/vzprintf.c,lib/vzprintf.c,coreutils,lib/vzprintf.c,0,0,0,0,,,,,
lib/freadahead.c,lib/freadahead.c,coreutils,lib/freadahead.c,0,0,0,0,,,,,
lib/isblank.c,lib/isblank.c,coreutils,lib/isblank.c,0,0,0,0,,,,,
lib/file-set.c,lib/file-set.c,coreutils,lib/file-set.c,0,0,0,0,,,,,
lib/mbszero.c,lib/mbszero.c,coreutils,lib/mbszero.c,0,0,0,0,,,,,
lib/xnanosleep.c,lib/xnanosleep.c,coreutils,lib/xnanosleep.c,1,0,1,1,,,,,
lib/fpending.c,lib/fpending.c,coreutils,lib/fpending.c,0,0,0,0,,,,,
lib/heap.c,lib/heap.c,coreutils,lib/heap.c,0,2,0,2,,,,,
lib/c32islower.c,lib/c32islower.c,coreutils,lib/c32islower.c,0,0,0,0,,,,,
lib/buffer-lcm.c,lib/buffer-lcm.c,coreutils,lib/buffer-lcm.c,1,0,0,1,,,,,
lib/open.c,lib/open.c,coreutils,lib/open.c,0,0,0,0,,,,,
lib/timespec.c,lib/timespec.c,coreutils,lib/timespec.c,0,0,0,0,,,,,
lib/fdatasync.c,lib/fdatasync.c,coreutils,lib/fdatasync.c,0,0,0,0,,,,,
lib/regcomp.c,lib/regcomp.c,coreutils,lib/regcomp.c,37,10,2,47,,,,,
lib/sigprocmask.c,lib/sigprocmask.c,coreutils,lib/sigprocmask.c,4,0,0,4,,,,,
lib/dup-safer-flag.c,lib/dup-safer-flag.c,coreutils,lib/dup-safer-flag.c,0,0,0,0,,,,,
lib/getlogin.c,lib/getlogin.c,coreutils,lib/getlogin.c,1,0,0,1,,,,,
lib/getprogname.c,lib/getprogname.c,coreutils,lib/getprogname.c,1,0,0,1,,,,,
lib/renameat.c,lib/renameat.c,coreutils,lib/renameat.c,0,0,0,0,,,,,
lib/gai_strerror.c,lib/gai_strerror.c,coreutils,lib/gai_strerror.c,1,0,0,1,,,,,
lib/mbsrtowcs.c,lib/mbsrtowcs.c,coreutils,lib/mbsrtowcs.c,0,0,0,0,,,,,
lib/openat-die.c,lib/openat-die.c,coreutils,lib/openat-die.c,0,0,0,0,,,,,
lib/reallocarray.c,lib/reallocarray.c,coreutils,lib/reallocarray.c,0,0,0,0,,,,,
lib/xreadlink.c,lib/xreadlink.c,coreutils,lib/xreadlink.c,0,0,0,0,,,,,
lib/windows-timedrecmutex.c,lib/windows-timedrecmutex.c,coreutils,lib/windows-timedrecmutex.c,1,2,0,3,,,,,
lib/utime.c,lib/utime.c,coreutils,lib/utime.c,0,2,0,2,,,,,
lib/pselect.c,lib/pselect.c,coreutils,lib/pselect.c,1,0,0,1,,,,,
lib/time_r.c,lib/time_r.c,coreutils,lib/time_r.c,0,0,0,0,,,,,
lib/parse-datetime.c,lib/parse-datetime.c,coreutils,lib/parse-datetime.c,20,8,3,28,,,,,
lib/arpa_inet.c,lib/arpa_inet.c,coreutils,lib/arpa_inet.c,0,0,0,0,,,,,
lib/byteswap.c,lib/byteswap.c,coreutils,lib/byteswap.c,0,0,0,0,,,,,
lib/gethostname.c,lib/gethostname.c,coreutils,lib/gethostname.c,0,0,0,0,,,,,
lib/stat-time.c,lib/stat-time.c,coreutils,lib/stat-time.c,0,0,0,0,,,,,
lib/human.c,lib/human.c,coreutils,lib/human.c,3,0,3,3,,,,,
lib/pthread_mutex_timedlock.c,lib/pthread_mutex_timedlock.c,coreutils,lib/pthread_mutex_timedlock.c,1,0,0,1,,,,,
lib/isapipe.c,lib/isapipe.c,coreutils,lib/isapipe.c,0,0,0,0,,,,,
lib/areadlink-with-size.c,lib/areadlink-with-size.c,coreutils,lib/areadlink-with-size.c,0,1,0,1,,,,,
lib/hash-pjw.c,lib/hash-pjw.c,coreutils,lib/hash-pjw.c,1,0,0,1,,,,,
lib/se-label.c,lib/se-label.c,coreutils,lib/se-label.c,0,0,0,0,,,,,
lib/xdectoimax.c,lib/xdectoimax.c,coreutils,lib/xdectoimax.c,0,0,0,0,,,,,
lib/fpurge.c,lib/fpurge.c,coreutils,lib/fpurge.c,0,0,0,0,,,,,
lib/fopen-safer.c,lib/fopen-safer.c,coreutils,lib/fopen-safer.c,0,0,0,0,,,,,
lib/copy-file-range.c,lib/copy-file-range.c,coreutils,lib/copy-file-range.c,0,0,0,0,,,,,
lib/strnlen.c,lib/strnlen.c,coreutils,lib/strnlen.c,1,0,0,1,,,,,
lib/mkdir.c,lib/mkdir.c,coreutils,lib/mkdir.c,0,0,0,0,,,,,
lib/sockets.c,lib/sockets.c,coreutils,lib/sockets.c,0,0,0,0,,,,,
lib/dirname.c,lib/dirname.c,coreutils,lib/dirname.c,0,0,0,0,,,,,
lib/wmempcpy.c,lib/wmempcpy.c,coreutils,lib/wmempcpy.c,0,0,0,0,,,,,
lib/regexec.c,lib/regexec.c,coreutils,lib/regexec.c,72,6,7,78,,,,,
lib/settime.c,lib/settime.c,coreutils,lib/settime.c,0,0,0,0,,,,,
lib/mbswidth.c,lib/mbswidth.c,coreutils,lib/mbswidth.c,1,2,0,3,,,,,
lib/xdectoint.c,lib/xdectoint.c,coreutils,lib/xdectoint.c,0,0,0,0,,,,,
lib/xstrtold.c,lib/xstrtold.c,coreutils,lib/xstrtold.c,0,0,0,0,,,,,
lib/freopen.c,lib/freopen.c,coreutils,lib/freopen.c,0,0,0,0,,,,,
lib/ldtoastr.c,lib/ldtoastr.c,coreutils,lib/ldtoastr.c,0,0,0,0,,,,,
lib/ftello.c,lib/ftello.c,coreutils,lib/ftello.c,0,0,0,0,,,,,
lib/backup-find.c,lib/backup-find.c,coreutils,lib/backup-find.c,0,0,0,0,,,,,
lib/se-selinux.c,lib/se-selinux.c,coreutils,lib/se-selinux.c,0,0,0,0,,,,,
lib/symlink.c,lib/symlink.c,coreutils,lib/symlink.c,0,0,0,0,,,,,
lib/fsync.c,lib/fsync.c,coreutils,lib/fsync.c,0,0,0,0,,,,,
lib/stpcpy.c,lib/stpcpy.c,coreutils,lib/stpcpy.c,0,0,1,0,,,,,
lib/time_rz.c,lib/time_rz.c,coreutils,lib/time_rz.c,0,2,0,2,,,,,
lib/xprintf.c,lib/xprintf.c,coreutils,lib/xprintf.c,0,0,0,0,,,,,
lib/safe-write.c,lib/safe-write.c,coreutils,lib/safe-write.c,0,0,0,0,,,,,
lib/chmodat.c,lib/chmodat.c,coreutils,lib/chmodat.c,0,0,0,0,,,,,
lib/fstat.c,lib/fstat.c,coreutils,lib/fstat.c,0,0,0,0,,,,,
lib/fnmatch.c,lib/fnmatch.c,coreutils,lib/fnmatch.c,0,0,1,0,,,,,
lib/chown.c,lib/chown.c,coreutils,lib/chown.c,0,0,0,0,,,,,
