File,for/loops,while/loops,do-while/loops,total
thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/BroadPhaseQuadTree.c,3,20,52,75
modules/gltf/extensions/physics/gltf_physics_body.c,5,0,9,14
thirdparty/zstd/decompress/huf_decompress.c,35,2,102,139
modules/gdscript/gdscript_tokenizer_buffer.c,6,18,97,121
thirdparty/icu4c/i18n/uspoof_impl.c,1,6,5,12
drivers/vulkan/vulkan_hooks.c,0,0,0,0
thirdparty/icu4c/common/unifunct.c,0,0,0,0
editor/editor_log.c,19,16,45,80
core/error/error_macros.c,0,1,1,2
thirdparty/freetype/src/sfnt/sfnt.c,14,44,141,199
modules/godot_physics_3d/godot_space_3d.c,10,17,61,88
core/templates/hash_map.c,0,0,0,0
modules/fbx/editor/editor_scene_importer_fbx2gltf.c,8,10,34,52
thirdparty/zlib/deflate.c,2,8,18,28
thirdparty/mbedtls/library/ssl_tls12_server.c,5,5,11,21
scene/resources/3d/sky_material.c,7,3,9,19
editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCylinderShape.c,0,3,6,9
thirdparty/libwebp/src/dsp/enc_mips32.c,0,0,0,0
modules/minimp3/audio_stream_mp3.c,18,10,90,118
editor/editor_translation_parser.c,8,11,39,58
modules/bcdec/image_decompress_bcdec.c,0,1,35,36
thirdparty/mbedtls/library/psa_util.c,0,0,2,2
thirdparty/mbedtls/library/psa_crypto_aead.c,2,0,0,2
scene/gui/popup_menu.c,18,27,95,140
thirdparty/rvo2/rvo2_3d/KdTree3d.c,2,0,8,10
scene/resources/bit_map.c,6,13,54,73
modules/tinyexr/register_types.c,0,0,0,0
modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28
modules/godot_physics_2d/godot_collision_solver_2d_sat.c,0,2,6,8
servers/audio/effects/audio_effect_eq.c,9,8,29,46
editor/debugger/editor_file_server.c,9,5,33,47
servers/rendering/renderer_rd/storage_rd/light_storage.c,5,40,138,183
thirdparty/libpng/pngerror.c,0,1,16,17
scene/3d/physics/shape_cast_3d.c,11,9,26,46
platform/linuxbsd/libudev-so_wrap.c,0,0,0,0
scene/gui/base_button.c,10,10,27,47
servers/navigation_server_2d.c,12,7,40,59
platform/web/export/export.c,0,0,3,3
thirdparty/icu4c/common/ucnv_ct.c,0,0,0,0
editor/plugins/voxel_gi_editor_plugin.c,8,4,14,26
thirdparty/glslang/glslang/MachineIndependent/PoolAlloc.c,0,3,3,6
modules/gltf/structures/gltf_animation.c,4,0,17,21
thirdparty/harfbuzz/src/hb-paint-extents.c,0,0,4,4
thirdparty/manifold/src/boolean3.c,3,18,38,59
editor/export/editor_export_preset.c,7,17,68,92
modules/csg/editor/csg_gizmos.c,15,2,7,24
modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,1,3,17,21
servers/rendering/renderer_rd/effects/fsr.c,0,4,18,22
scene/2d/physics/static_body_2d.c,13,4,20,37
modules/camera/buffer_decoder.c,1,0,8,9
modules/noise/fastnoise_lite.c,5,18,39,62
modules/interactive_music/audio_stream_playlist.c,13,9,41,63
servers/audio/audio_stream.c,19,16,56,91
editor/plugins/gizmos/shape_cast_3d_gizmo_plugin.c,5,0,6,11
thirdparty/pcre2/src/pcre2_convert_16.c,0,4,17,21
thirdparty/mbedtls/library/bignum_core.c,6,3,30,39
modules/jolt_physics/jolt_physics_server_3d.c,3,9,41,53
servers/rendering/rendering_device_driver.c,1,6,28,35
scene/animation/tween.c,10,6,31,47
core/io/resource_loader.c,13,43,150,206
platform/linuxbsd/freedesktop_portal_desktop.c,4,13,57,74
servers/rendering/storage/render_scene_data.c,3,2,22,27
scene/2d/physics/physical_bone_2d.c,8,2,19,29
modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,69
platform/android/export/export_plugin.c,22,25,142,189
thirdparty/libwebp/src/dsp/rescaler_mips32.c,0,0,0,0
core/input/input_map.c,5,15,75,95
editor/plugins/tiles/tile_atlas_view.c,10,27,68,105
scene/3d/voxelizer.c,6,14,82,102
editor/themes/editor_color_map.c,0,2,12,14
thirdparty/freetype/src/base/ftstroke.c,1,1,15,17
thirdparty/pcre2/src/pcre2_script_run_32.c,0,0,0,0
modules/regex/regex.c,4,6,54,64
thirdparty/pcre2/src/pcre2_error_32.c,0,0,3,3
thirdparty/libwebp/src/dsp/rescaler.c,0,1,9,10
scene/2d/navigation_region_2d.c,11,7,37,55
thirdparty/icu4c/common/umutablecptrie.c,3,41,67,111
modules/mbedtls/tls_context_mbedtls.c,6,0,8,14
editor/plugins/gizmos/particles_3d_emission_shape_gizmo_plugin.c,7,6,8,21
thirdparty/openxr/src/common/object_info.c,6,8,22,36
editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,7,2,12,21
servers/audio/effects/audio_effect_pitch_shift.c,8,0,27,35
thirdparty/libwebp/src/dsp/upsampling.c,0,1,14,15
thirdparty/pcre2/src/pcre2_substitute_16.c,0,1,9,10
editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,11,26,58,95
editor/debugger/debug_adapter/debug_adapter_server.c,4,0,6,10
thirdparty/glslang/glslang/MachineIndependent/glslang_tab.c,23,9,66,98
thirdparty/harfbuzz/src/hb-blob.c,0,3,6,9
modules/godot_physics_2d/godot_shape_2d.c,11,22,59,92
thirdparty/brotli/dec/huffman.c,2,0,14,16
modules/raycast/raycast_occlusion_cull.c,3,20,83,106
thirdparty/astcenc/astcenc_entry.c,3,3,12,18
thirdparty/glslang/glslang/MachineIndependent/attribute.c,1,2,4,7
thirdparty/icu4c/common/uscript.c,0,0,0,0
editor/import/resource_importer_imagefont.c,8,1,15,24
thirdparty/zlib/uncompr.c,0,0,1,1
scene/2d/gpu_particles_2d.c,5,6,21,32
modules/etcpak/image_compress_etcpak.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-shaper-myanmar.c,2,3,40,45
scene/2d/physics/character_body_2d.c,10,6,22,38
thirdparty/mbedtls/library/dhm.c,0,0,0,0
thirdparty/libwebp/src/dsp/dec_msa.c,0,0,0,0
editoreditor_node.c,104,168,426,698
thirdparty/wslay/wslay_event.c,0,9,4,13
scene/2d/physics/kinematic_collision_2d.c,0,2,16,18
thirdparty/icu4c/common/uinvchar.c,0,4,9,13
scene/3d/visual_instance_3d.c,6,9,33,48
core/math/math_funcs.c,2,0,3,5
scene/resources/3d/mesh_library.c,37,35,36,108
modules/godot_physics_3d/godot_collision_object_3d.c,1,6,11,18
thirdparty/libktx/lib/dfdutils/colourspaces.c,0,0,2,2
thirdparty/mbedtls/library/pkwrite.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/CollisionGroup.c,0,0,0,0
thirdparty/icu4c/common/localeprioritylist.c,1,5,4,10
thirdparty/icu4c/common/ucnvmbcs.c,0,0,0,0
thirdparty/glslang/glslang/MachineIndependent/SymbolTable.c,43,19,85,147
thirdparty/manifold/src/impl.c,15,40,91,146
thirdparty/jolt_physics/Jolt/Physics/Body/MassProperties.c,0,1,12,13
thirdparty/embree/kernels/common/scene.c,1,29,26,56
thirdparty/icu4c/common/pluralmap.c,0,0,2,2
thirdparty/libvorbis/sharedbook.c,5,4,10,19
scene/resources/3d/world_boundary_shape_3d.c,5,0,12,17
thirdparty/pcre2/src/pcre2_substring_32.c,0,2,7,9
thirdparty/jolt_physics/Jolt/Physics/Character/CharacterVirtual.c,18,17,28,63
thirdparty/mbedtls/library/ssl_cache.c,0,2,4,6
core/io/marshalls.c,4,8,290,302
platform/linuxbsd/x11/display_server_x11.c,42,77,181,300
thirdparty/icu4c/i18n/ucln_in.c,0,0,1,1
thirdparty/mbedtls/library/ssl_msg.c,5,4,20,29
scene/3d/mesh_instance_3d.c,21,8,58,87
core/string/translation_po.c,12,26,61,99
scene/resources/2d/navigation_mesh_source_geometry_data_2d.c,10,10,54,74
thirdparty/pcre2/src/pcre2_chartables_32.c,0,0,0,0
editor/plugins/lightmap_gi_editor_plugin.c,3,2,8,13
thirdparty/libwebp/src/dsp/alpha_processing_neon.c,0,0,0,0
thirdparty/libvorbis/block.c,3,9,19,31
thirdparty/libogg/framing.c,2,3,11,16
thirdparty/pcre2/src/pcre2_newline_32.c,0,0,0,0
editor/plugins/visual_shader_editor_plugin.c,0,0,0,0
thirdparty/libvorbis/vorbisfile.c,2,9,36,47
scene/resources/2d/tile_set.c,117,238,707,1062
modules/mbedtls/register_types.c,0,0,0,0
editor/import/3d/post_import_plugin_skeleton_track_organizer.c,4,7,27,38
scene/2d/remote_transform_2d.c,5,4,20,29
core/string/translation_server.c,3,18,72,93
thirdparty/jolt_physics/Jolt/Physics/Constraints/DistanceConstraint.c,0,0,1,1
thirdparty/libwebp/src/dsp/yuv_sse41.c,0,0,0,0
thirdparty/embree/common/sys/filename.c,0,28,16,44
drivers/png/png_driver_common.c,2,0,0,2
thirdparty/icu4c/common/rbbisetb.c,1,8,9,18
editor/plugins/text_shader_editor.c,37,41,112,190
modules/gltf/gltf_state.c,19,40,76,135
modules/glslang/register_types.c,0,0,0,0
thirdparty/libwebp/src/mux/muxread.c,1,0,5,6
editor/debugger/editor_visual_profiler.c,14,18,38,70
thirdparty/jolt_physics/Jolt/Core/Color.c,0,0,0,0
thirdparty/mbedtls/library/debug.c,2,3,4,9
servers/rendering/renderer_rd/storage_rd/particles_storage.c,7,29,113,149
scene/resources/3d/skin.c,5,1,23,29
thirdparty/jolt_physics/Jolt/Physics/Constraints/SliderConstraint.c,0,0,4,4
servers/rendering/renderer_rd/renderer_compositor_rd.c,0,7,23,30
scene/resources/2d/circle_shape_2d.c,5,1,9,15
modules/jolt_physics/spaces/jolt_physics_direct_space_state_3d.c,8,8,49,65
thirdparty/icu4c/common/uvectr32.c,0,4,12,16
modules/noise/editor/noise_editor_plugin.c,12,2,17,31
thirdparty/msdfgen/core/Projection.c,0,0,0,0
modules/jolt_physics/joints/jolt_joint_3d.c,0,0,1,1
thirdparty/jolt_physics/Jolt/Core/TickCounter.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/StaticCompoundShape.c,14,9,29,52
core/io/xml_parser.c,5,5,37,47
thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraintPathHermite.c,0,1,2,3
scene/resources/3d/fog_material.c,5,0,18,23
core/string/fuzzy_search.c,3,13,56,72
main/performance.c,2,7,33,42
thirdparty/icu4c/common/cwchar.c,0,0,0,0
thirdparty/icu4c/common/unifilt.c,0,0,0,0
thirdparty/etcpak/ProcessRGB.c,3,18,85,106
thirdparty/graphite/src/gr_char_info.c,0,0,0,0
servers/rendering/renderer_rd/storage_rd/mesh_storage.c,6,40,110,156
thirdparty/manifold/src/properties.c,6,8,52,66
editor/import/resource_importer_texture_settings.c,0,0,0,0
core/io/ip_address.c,0,2,5,7
thirdparty/libktx/lib/memstream.c,0,0,1,1
thirdparty/icu4c/common/uvector.c,0,9,9,18
modules/webrtc/webrtc_peer_connection_js.c,0,0,0,0
modules/ogg/ogg_packet_sequence.c,8,7,28,43
core/math/transform_3d.c,0,0,1,1
modules/gltf/register_types.c,21,8,35,64
editor/editor_settings_dialog.c,14,38,76,128
thirdparty/pcre2/src/pcre2_match_data_32.c,0,0,0,0
thirdparty/icu4c/common/rbbirb.c,0,3,2,5
scene/3d/physical_bone_simulator_3d.c,8,8,17,33
editor/plugins/gizmos/voxel_gi_gizmo_plugin.c,7,0,11,18
thirdparty/mbedtls/library/ssl_cookie.c,0,0,0,0
modules/text_server_adv/script_iterator.c,1,0,4,5
thirdparty/freetype/src/base/ftcid.c,0,0,0,0
thirdparty/mbedtls/library/mps_reader.c,0,0,0,0
scene/3d/importer_mesh_instance_3d.c,0,1,5,6
thirdparty/harfbuzz/src/hb-face.c,1,23,71,95
editor/plugins/skeleton_ik_3d_editor_plugin.c,3,2,4,9
scene/3d/node_3d.c,9,5,24,38
modules/upnp/upnp_device_miniupnp.c,4,0,5,9
scene/resources/3d/height_map_shape_3d.c,5,1,29,35
core/io/file_access_encrypted.c,4,0,6,10
thirdparty/jolt_physics/Jolt/Physics/Body/BodyCreationSettings.c,7,7,16,30
thirdparty/libpng/pngread.c,10,9,43,62
core/crypto/aes_context.c,3,0,16,19
modules/godot_physics_2d/godot_body_direct_state_2d.c,3,0,4,7
scene/main/node.c,75,71,175,321
scene/resources/2d/skeleton/skeleton_modification_2d_ccdik.c,5,3,25,33
drivers/winmidi/midi_driver_winmidi.c,0,0,0,0
editor/editor_about.c,20,11,19,50
thirdparty/libwebp/src/utils/utils.c,0,0,2,2
modules/jolt_physics/objects/jolt_group_filter.c,0,0,0,0
editor/export/macho.c,0,1,13,14
thirdparty/msdfgen/core/MSDFErrorCorrection.c,0,2,42,44
editor/debugger/editor_debugger_node.c,17,47,64,128
editor/gui/scene_tree_editor.c,25,63,112,200
editor/plugins/parallax_background_editor_plugin.c,10,2,12,24
thirdparty/cvtt/ConvectionKernels_S3TC.c,1,5,105,111
thirdparty/icu4c/common/parsepos.c,0,0,0,0
thirdparty/mbedtls/library/cipher.c,2,0,13,15
thirdparty/graphite/src/gr_segment.c,0,1,5,6
editor/plugins/gizmos/physics_bone_3d_gizmo_plugin.c,5,0,6,11
core/variant/variant_construct.c,0,27,135,162
thirdparty/libwebp/src/dsp/alpha_processing_sse41.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xcursor-so_wrap.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-var.c,1,3,24,28
thirdparty/icu4c/common/unistr.c,4,3,12,19
editor/history_dock.c,13,15,26,54
scene/3d/physics/physics_body_3d.c,9,1,25,35
thirdparty/basis_universal/encoder/basisu_resample_filters.c,0,0,3,3
scene/2d/physics/ray_cast_2d.c,4,4,15,23
drivers/png/image_loader_png.c,4,0,4,8
thirdparty/icu4c/common/locid.c,0,13,16,29
editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513
thirdparty/icu4c/common/bytestrieiterator.c,0,0,2,2
thirdparty/wslay/wslay_frame.c,0,0,5,5
thirdparty/embree/common/sys/thread.c,4,1,11,16
modules/godot_physics_2d/godot_body_2d.c,0,1,24,25
thirdparty/icu4c/common/utrie2_builder.c,4,7,41,52
editor/plugins/gizmos/reflection_probe_gizmo_plugin.c,7,0,12,19
thirdparty/harfbuzz/src/hb-buffer-serialize.c,0,0,4,4
thirdparty/pcre2/src/pcre2_config_32.c,0,0,0,0
thirdparty/pcre2/src/pcre2_string_utils_32.c,0,0,0,0
editor/plugins/gizmos/lightmap_probe_gizmo_plugin.c,5,3,8,16
modules/webrtc/webrtc_data_channel_js.c,0,0,0,0
modules/gltf/structures/gltf_texture_sampler.c,0,0,9,9
servers/text_server.c,9,17,189,215
editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16
editor/plugins/game_view_plugin.c,20,31,56,107
scene/3d/lightmap_gi.c,33,28,105,166
thirdparty/libpng/pngtrans.c,0,0,17,17
scene/resources/3d/primitive_meshes.c,25,28,109,162
thirdparty/enet/compress.c,0,4,9,13
editor/plugins/gizmos/lightmap_gi_gizmo_plugin.c,10,4,19,33
core/string/ustring.c,4,76,217,297
thirdparty/basis_universal/encoder/basisu_bc7enc.c,5,14,106,125
thirdparty/wslay/wslay_net.c,0,0,0,0
thirdparty/icu4c/common/filterednormalizer2.c,0,2,5,7
thirdparty/thorvg/src/renderer/sw_engine/tvgSwShape.c,0,0,5,5
thirdparty/icu4c/common/cmemory.c,0,0,0,0
scene/resources/label_settings.c,0,2,9,11
thirdparty/icu4c/common/ulocale.c,0,0,0,0
thirdparty/glslang/glslang/MachineIndependent/Versions.c,5,4,32,41
scene/2d/physics/joints/joint_2d.c,5,5,19,29
editor/plugins/control_editor_plugin.c,39,40,93,172
platform/linuxbsd/x11/dynwrappers/xinerama-so_wrap.c,0,0,0,0
platform/android/export/gradle_export_util.c,0,0,7,7
thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,11,19,98,128
modules/betsy/image_compress_betsy.c,7,42,103,152
thirdparty/embree/kernels/common/geometry.c,0,1,4,5
thirdparty/brotli/common/dictionary.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-font.c,19,83,229,331
scene/3d/navigation_region_3d.c,8,8,32,48
modules/lightmapper_rd/register_types.c,0,0,2,2
servers/audio/effects/audio_effect_amplify.c,8,0,13,21
thirdparty/embree/kernels/common/scene_triangle_mesh.c,1,8,34,43
thirdparty/icu4c/common/servnotf.c,0,0,0,0
thirdparty/icu4c/common/uscript_props.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xext-so_wrap.c,0,0,0,0
editor/editor_feature_profile.c,35,50,130,215
scene/resources/compositor.c,6,5,29,40
thirdparty/icu4c/common/ubidiwrt.c,0,0,0,0
modules/gdscript/language_server/gdscript_text_document.c,9,9,36,54
core/io/resource.c,11,14,65,90
thirdparty/harfbuzz/src/OT/Var/VARC/VARC.c,0,0,0,0
thirdparty/thorvg/src/common/tvgMath.c,0,0,0,0
thirdparty/embree/common/sys/regression.c,0,0,0,0
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitter.c,0,2,2,4
editor/plugins/plugin_config_dialog.c,16,4,13,33
core/io/zip_io.c,0,0,2,2
thirdparty/mbedtls/library/psa_crypto_client.c,0,0,0,0
drivers/gles3/storage/material_storage.c,6,122,312,440
core/object/class_db.c,21,137,436,594
editor/editor_translation.c,0,4,16,20
scene/3d/look_at_modifier_3d.c,5,2,8,15
modules/minimp3/register_types.c,0,0,3,3
core/io/plist.c,7,5,34,46
modules/godot_physics_2d/godot_joints_2d.c,1,0,1,2
thirdparty/manifold/src/csg_tree.c,9,31,67,107
thirdparty/mbedtls/library/gcm.c,8,0,16,24
modules/gltf/extensions/gltf_light.c,5,1,8,14
thirdparty/astcenc/astcenc_image.c,0,1,14,15
thirdparty/glslang/SPIRV/disassemble.c,3,1,18,22
modules/jolt_physics/jolt_project_settings.c,0,0,26,26
scene/animation/animation_blend_space_2d.c,8,15,63,86
thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,1,2,21,24
editor/plugins/style_box_editor_plugin.c,13,4,14,31
thirdparty/openxr/src/loader/xr_generated_loader.c,0,0,0,0
thirdparty/libpng/pngset.c,3,4,9,16
thirdparty/libwebp/src/dsp/enc_mips_dsp_r2.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyMotionProperties.c,21,17,51,89
editor/plugins/node_3d_editor_plugin.c,52,129,363,544
thirdparty/harfbuzz/src/hb-ot-shaper-thai.c,2,0,17,19
servers/rendering/renderer_rd/storage_rd/render_scene_data_rd.c,5,0,10,15
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleEngine.c,0,0,0,0
thirdparty/icu4c/common/servslkf.c,0,0,0,0
thirdparty/icu4c/common/ucurr.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xinput2-so_wrap.c,0,0,0,0
scene/2d/skeleton_2d.c,7,8,52,67
thirdparty/mbedtls/library/cipher_wrap.c,0,0,0,0
editor/plugins/multimesh_editor_plugin.c,14,11,26,51
editor/plugins/animation_player_editor_plugin.c,21,37,81,139
thirdparty/embree/common/sys/alloc.c,0,3,1,4
thirdparty/icu4c/common/ucnv_lmb.c,0,0,0,0
modules/godot_physics_3d/gjk_epa.c,0,2,18,20
drivers/vulkan/rendering_device_driver_vulkan.c,68,61,307,436
modules/minimp3/resource_importer_mp3.c,4,1,7,12
thirdparty/basis_universal/encoder/basisu_resampler.c,0,2,28,30
thirdparty/cvtt/ConvectionKernels_SingleFile.c,0,0,0,0
scene/main/shader_globals_override.c,5,8,29,42
thirdparty/icu4c/common/uresbund.c,24,10,23,57
modules/jolt_physics/shapes/jolt_shape_instance_3d.c,0,0,2,2
thirdparty/glslang/glslang/OSDependent/Unix/ossource.c,0,0,0,0
core/io/missing_resource.c,4,3,26,33
thirdparty/icu4c/common/propname.c,0,1,13,14
modules/gltf/structures/gltf_buffer_view.c,0,0,10,10
drivers/unix/net_socket_unix.c,6,2,7,15
thirdparty/graphite/src/gr_font.c,0,0,0,0
thirdparty/pcre2/src/pcre2_chkdint_16.c,0,0,0,0
scene/gui/container.c,5,4,19,28
thirdparty/libktx/lib/dfdutils/queries.c,0,1,3,4
modules/openxr/extensions/platform/openxr_opengl_extension.c,1,1,12,14
modules/multiplayer/register_types.c,5,0,11,16
editor/plugins/light_occluder_2d_editor_plugin.c,12,0,1,13
thirdparty/miniupnpc/src/receivedata.c,0,0,1,1
servers/rendering/instance_uniforms.c,4,29,62,95
servers/debugger/servers_debugger.c,10,33,84,127
